,gene_id,gene_name,fit_beta,fit_gamma
28,ENSG00000162520,SYNC,1.5292346697352457,0.08252046632955913
29,ENSG00000116560,SFPQ,0.751973518815396,0.0992510195791028
30,ENSG00000092853,CLSPN,1.1724173235987234,0.2617725075946062
31,ENSG00000134697,GNL2,1.006787025292775,0.0952168306398908
32,ENSG00000116922,C1orf109,0.2862926598955733,0.13213414558632386
33,ENSG00000117394,SLC2A1,0.8404776466363344,0.07233477234357688
34,ENSG00000117395,EBNA1BP2,9.089976021939556,0.10490798535715586
35,ENSG00000159479,MED8,0.6069196395382136,0.21677175583434896
36,ENSG00000117450,PRDX1,19.952159738214053,0.3665386987492309
37,ENSG00000117862,TXNDC12,0.2313992158534357,0.21929674689532197
38,ENSG00000085840,ORC1,0.5384539836769322,0.12500069172210926
39,ENSG00000116209,TMEM59,0.25108748113587864,0.02405542451536825
40,ENSG00000157216,SSBP3,0.016289002543361696,0.024222983275526768
41,ENSG00000116133,DHCR24,1.3681486082233625,0.07586655254482952
42,ENSG00000162604,TM2D1,0.1199768280317118,0.03784890073746176
43,ENSG00000116641,DOCK7,0.0808328076633185,0.09094058203270933
44,ENSG00000142864,SERBP1,2.189008973570494,0.04483553770342458
45,ENSG00000024526,DEPDC1,3.2060315280338814,0.367216782343048
46,ENSG00000162613,FUBP1,0.2724937555965934,0.20012622495842824
47,ENSG00000162642,C1orf52,1.0793675548007462,0.06969106737693016
48,ENSG00000142867,BCL10,1.6068586082195135,0.19421047360329505
49,ENSG00000137947,GTF2B,0.3871557676415645,0.11218417763567244
50,ENSG00000067208,EVI5,0.09857279438912704,0.13729232286638435
51,ENSG00000223745,CCDC18-AS1,0.019744884885724158,0.07205481536947067
52,ENSG00000023909,GCLM,1.3749345876070591,0.3125509059242718
53,ENSG00000137992,DBT,0.22185475289161669,0.0724290618019967
54,ENSG00000085491,SLC25A24,0.5005896759423417,0.13019513266552132
55,ENSG00000197780,TAF13,1.4429101741652135,0.17297503412359416
56,ENSG00000134222,PSRC1,14.422338745836715,0.5482840343709784
57,ENSG00000143106,PSMA5,2.8375019460666366,0.1902925925722148
58,ENSG00000155366,RHOC,1.956645688804181,0.04294112406374399
59,ENSG00000116793,PHTF1,0.10792389440303736,0.15731975126898748
60,ENSG00000265808,SEC22B,0.42883712196456497,0.15180067606304673
61,ENSG00000131779,PEX11B,0.8643578494683058,0.12994671122127785
62,ENSG00000265972,TXNIP,1.9598954163465288,0.05089984388010178
63,ENSG00000163131,CTSS,0.28786137320678645,0.1281143720534543
64,ENSG00000197622,CDC42SE1,0.5523281963370501,0.10113648155423972
65,ENSG00000163191,S100A11,26.62533745405649,0.12470234676706038
66,ENSG00000197956,S100A6,21.681131162817653,0.15775565146930898
67,ENSG00000189171,S100A13,10.70417844134082,0.12601030152696813
68,ENSG00000143545,RAB13,89.4429329835759,0.6679804204642986
69,ENSG00000143627,PKLR,3.0523980950343086,0.32725647401150404
70,ENSG00000143622,RIT1,2.5667930288207392,0.1532468608840849
71,ENSG00000132680,KHDC4,0.08616026171636426,0.07412492473625558
72,ENSG00000116584,ARHGEF2,0.04137167358147828,0.06106152671807088
73,ENSG00000163479,SSR2,3.721568752609527,0.1688403807778618
74,ENSG00000116604,MEF2D,0.1887296880816121,0.10258501873257972
75,ENSG00000027869,SH2D2A,2.605908775804683,0.1344506634141161
76,ENSG00000122218,COPA,0.1816102821556974,0.07877018103638392
77,ENSG00000066294,CD84,5.584567873885381,0.35914952307775433
78,ENSG00000158769,F11R,2.238193510309628,0.10374107972996433
79,ENSG00000143162,CREG1,0.4013660506681155,0.07529751417109454
80,ENSG00000234741,GAS5,2.2880616815312163,0.03690065842828828
81,ENSG00000135821,GLUL,63.80574587867082,0.1509202090090918
82,ENSG00000116406,EDEM3,0.2295307431579817,0.16611288857023462
83,ENSG00000135842,NIBAN1,0.004084371445139703,0.05389610709363832
84,ENSG00000066279,ASPM,1.419505125890274,0.30320370241837563
85,ENSG00000213047,DENND1B,0.044138513222378335,0.06257878232536432
86,ENSG00000162702,ZNF281,2.8950046908258877,0.121272540069054
87,ENSG00000118193,KIF14,0.3929870014815302,0.3966685576537694
88,ENSG00000143851,PTPN7,0.7231031267975958,0.21213675485780284
89,ENSG00000117139,KDM5B,0.07039079062395928,0.1004919972731924
90,ENSG00000159346,ADIPOR1,1.0122133723706994,0.05456552446054811
91,ENSG00000227591,HSD11B1-AS1,0.6079388197593596,0.31327554291249
92,ENSG00000143751,SDE2,0.6149600831195156,0.07933022901339576
93,ENSG00000182827,ACBD3,0.6884388314227731,0.404108973419376
94,ENSG00000143776,CDC42BPA,0.02344746067418762,0.049596023237797535
95,ENSG00000143643,TTC13,0.06816990400342278,0.056467677677888614
96,ENSG00000182118,FAM89A,2.3333085881494817,0.22085255643494145
97,ENSG00000135766,EGLN1,0.4007905949301767,0.2248360425465135
98,ENSG00000231663,COA6-AS1,0.12163405548092568,0.0764495969257712
99,ENSG00000086619,ERO1B,0.2181598812883968,0.12302975972932258
100,ENSG00000091483,FH,4.998309491456294,0.15774993300399245
101,ENSG00000185420,SMYD3,0.017035709572920874,0.029114223906660207
102,ENSG00000187608,ISG15,2.0097907028141555,0.1198507465288547
103,ENSG00000160072,ATAD3B,0.7236530593100687,0.21795204473196086
104,ENSG00000235169,SMIM1,3.999105624897781,0.16423154723298694
105,ENSG00000284668,LINC02780,0.14017386216535535,0.20895462540136733
106,ENSG00000069424,KCNAB2,0.08267959483909454,0.09073882707735499
107,ENSG00000173614,NMNAT1,0.028363235000644936,0.03724212716596625
108,ENSG00000130939,UBE4B,0.012452088132100846,0.02286319141593904
109,ENSG00000120948,TARDBP,0.01525901860532462,0.07200556316640437
110,ENSG00000116663,FBXO6,1.0104129896763003,0.10273398716033866
111,ENSG00000197312,DDI2,0.39561877495965003,0.16277558152675795
112,ENSG00000230424,EMC1-AS1,0.007355069443777605,0.0588167751071254
113,ENSG00000158828,PINK1,0.6606827776712229,0.1267589205871217
114,ENSG00000070831,CDC42,0.48337870040364295,0.02836752089980679
115,ENSG00000142669,SH3BGRL3,275.8848002297128,1.1344709349373463
116,ENSG00000169442,CD52,25.069622956240554,0.1741770422319323
117,ENSG00000009780,FAM76A,0.7351803158960877,0.12418162870815976
118,ENSG00000130770,ATP5IF1,1.657475069770306,0.0952776312784788
119,ENSG00000130766,SESN2,0.4265974435679031,0.24279567821764997
120,ENSG00000162419,GMEB1,0.26234313827272004,0.19180917886191812
121,ENSG00000134698,AGO4,0.03852392384436134,0.055342376305951166
122,ENSG00000092847,AGO1,0.3143023831673317,0.17660903585078264
123,ENSG00000126070,AGO3,0.0058866289142588965,0.00974251893850678
124,ENSG00000134690,CDCA8,1.1381359255885115,0.42009259444433006
125,ENSG00000230955,AL929472.2,0.0269942224056837,0.04337930969307442
126,ENSG00000131236,CAP1,1.3836283120796382,0.06899640683533427
127,ENSG00000065978,YBX1,7.913196841346625,0.06449416256179774
128,ENSG00000164010,ERMAP,0.3213143462852732,0.18118080498350608
129,ENSG00000117399,CDC20,13.504121102799852,0.4920695754565948
130,ENSG00000142945,KIF2C,0.6337569428325447,0.2114474810607668
131,ENSG00000126088,UROD,1.9643002792214188,0.07790378310132567
132,ENSG00000117448,AKR1A1,0.9395680698644944,0.17052417459770405
133,ENSG00000132780,NASP,0.7057908228818527,0.3082260473599548
134,ENSG00000123080,CDKN2C,4.776896432441348,0.11258863724677803
135,ENSG00000123091,RNF11,0.3801191931714656,0.11814865027375153
136,ENSG00000162378,ZYG11B,0.20613533325308825,0.16426084117517953
137,ENSG00000169174,PCSK9,1.2195815242743044,0.1666998879657667
138,ENSG00000172456,FGGY,0.12993750138933524,0.148562533362426
139,ENSG00000162599,NFIA,0.04658878101558398,0.1253717307490617
140,ENSG00000162594,IL23R,0.20281556094885056,0.2288125812083354
141,ENSG00000081985,IL12RB2,0.02060041021971001,0.06939337059161181
142,ENSG00000116717,GADD45A,4.280261284117971,0.06542739644485808
143,ENSG00000116761,CTH,0.5890043296762043,0.1840928506308556
144,ENSG00000142875,PRKACB,0.03905744382122121,0.07411072751067295
145,ENSG00000097033,SH3GLB1,0.4554390277053591,0.05659882039191218
146,ENSG00000143013,LMO4,2.7646344759286854,0.1645024017818658
147,ENSG00000197147,LRRC8B,0.21924563237729272,0.23646173000130635
148,ENSG00000137942,FNBP1L,0.15800951458784415,0.08938523489542
149,ENSG00000117528,ABCD3,0.4734667920005413,0.13110324459768768
150,ENSG00000152078,TLCD4,0.8435252421751851,0.30949026115031897
151,ENSG00000117569,PTBP2,0.019960038201462138,0.1062484708919054
152,ENSG00000162688,AGL,0.40891415950396987,0.14170010075457462
153,ENSG00000162695,SLC30A7,0.08388132379078367,0.0673632612354199
154,ENSG00000233184,AC093157.1,0.3722906459653689,0.15891316536414316
155,ENSG00000185946,RNPC3,0.10785398430953427,0.09480871623452293
156,ENSG00000215717,TMEM167B,1.7590581789179933,0.09282551905046237
157,ENSG00000143119,CD53,1.8886108910366204,0.34434762647254114
158,ENSG00000064886,CHI3L2,0.8352366284177182,0.1296308533923752
159,ENSG00000116489,CAPZA1,0.11656962238895953,0.018549820475109717
160,ENSG00000198162,MAN1A2,0.248809159367258,0.18530682481684616
161,ENSG00000092621,PHGDH,0.8784289811324307,0.12402451207133855
162,ENSG00000121851,POLR3GL,0.6494315021426759,0.040040534016355885
163,ENSG00000143369,ECM1,2.5059332919518242,0.13056690650399966
164,ENSG00000143379,SETDB1,0.055467487176275455,0.08309327817794605
165,ENSG00000213190,MLLT11,3.629670520104296,0.10541446963738718
166,ENSG00000163156,SCNM1,0.4664866644983493,0.07282652542809552
167,ENSG00000143376,SNX27,0.35071421162828603,0.16716284419799068
168,ENSG00000160678,S100A1,3.0833396663831936,0.2930914378328191
169,ENSG00000177954,RPS27,9.665475826722961,0.03656065179677851
170,ENSG00000143569,UBAP2L,0.05169650771450026,0.04210384040408552
171,ENSG00000169241,SLC50A1,0.12032104641041405,0.14078192311077356
172,ENSG00000160752,FDPS,0.8733093545871671,0.5138222471389369
173,ENSG00000198400,NTRK1,0.5996081505412514,0.16324814655295702
174,ENSG00000163565,IFI16,0.5776562519161724,0.16156647644188762
175,ENSG00000158793,NIT1,0.1463561825287741,0.15600425610925225
176,ENSG00000152332,UHMK1,0.5410344264533243,0.16315551390785862
177,ENSG00000117143,UAP1,1.758985859840152,0.19648112557418368
178,ENSG00000132196,HSD17B7,0.7811465349607125,0.19791776414727805
179,ENSG00000143228,NUF2,0.6225601179647267,0.15116837070301573
180,ENSG00000143190,POU2F1,0.010662130437855905,0.024494575663818945
181,ENSG00000198771,RCSD1,0.4929176398588231,0.4175316126310371
182,ENSG00000143164,DCAF6,0.09482244792154508,0.17562596947159498
183,ENSG00000213064,SFT2D2,0.2669286988495116,0.0458008637042247
184,ENSG00000076321,KLHL20,0.09460108806370293,0.13830184896036796
185,ENSG00000116199,FAM20B,0.20198334199676807,0.06294225964940771
186,ENSG00000116260,QSOX1,0.6788432339728536,0.10921312478280183
187,ENSG00000143324,XPR1,0.06354843489262217,0.12146991778600587
188,ENSG00000000971,CFH,0.1971097993538261,0.21947470765281385
189,ENSG00000081237,PTPRC,0.4756875377502494,0.2951795751354129
190,ENSG00000134369,NAV1,0.1154640607105823,0.1795367811389917
191,ENSG00000077157,PPP1R12B,0.025262868464375025,0.08888755897247687
192,ENSG00000058668,ATP2B4,0.08473699090794289,0.13342337338147578
193,ENSG00000198625,MDM4,0.15289825157497502,0.03889660713737842
194,ENSG00000266094,RASSF5,1.3718077782872795,0.12831651525604498
195,ENSG00000196352,CD55,0.20649857167989186,0.17536638699296142
196,ENSG00000197721,CR1L,0.0848006837586929,0.16283527775136955
197,ENSG00000117335,CD46,0.026605511402968143,0.0298827472691148
198,ENSG00000117625,RCOR3,0.0678594373556202,0.08438058620739013
199,ENSG00000153363,LINC00467,1.193420746762458,0.31731171650686124
200,ENSG00000066027,PPP2R5A,0.4809461487447239,0.2547743648209344
201,ENSG00000162772,ATF3,0.4274384171604593,0.14174599504256735
202,ENSG00000203705,TATDN3,0.04549683799405962,0.030151249635227827
203,ENSG00000136643,RPS6KC1,0.012540445566171177,0.03920160323714093
204,ENSG00000117724,CENPF,3.316069132335984,0.5642140922336808
205,ENSG00000136636,KCTD3,0.2325563838134793,0.13122848505347687
206,ENSG00000067533,RRP15,3.451145323414701,0.24760534856881306
207,ENSG00000154305,MIA3,0.4920250871164666,0.16406539322908162
208,ENSG00000163050,COQ8A,0.484222252220093,0.10489733927307417
209,ENSG00000154358,OBSCN,0.23465078354763536,0.14832059724762112
210,ENSG00000168159,RNF187,2.6239533121175724,0.05089674973705533
211,ENSG00000135750,KCNK1,0.1607971314313155,0.12746160791828032
212,ENSG00000054282,SDCCAG8,0.11208420561888856,0.22047146377405888
213,ENSG00000162852,CNST,0.07666609379375998,0.11565400013752147
214,ENSG00000067064,IDI1,0.4682756741264801,0.03154572266781272
215,ENSG00000198879,SFMBT2,0.014141219508064863,0.07547508424237774
216,ENSG00000148468,FAM171A1,0.09592192985173707,0.1640973264060989
217,ENSG00000136770,DNAJC1,0.07832716484592997,0.05041921167082334
218,ENSG00000254635,WAC-AS1,0.6026145763880074,0.2065503084696104
219,ENSG00000107951,MTPAP,0.8534627070335877,0.1132828613502108
220,ENSG00000170759,KIF5B,0.6069495821339262,0.03700239810239584
221,ENSG00000120616,EPC1,0.1708898639111955,0.18626436884156425
222,ENSG00000165406,MARCH8,0.2385244476678981,0.12451443800928658
223,ENSG00000266412,NCOA4,0.4801525293524739,0.03497206123171728
224,ENSG00000204161,TMEM273,1.365504040179711,0.3438336764940903
225,ENSG00000108176,DNAJC12,1.6947974778378705,0.1727205949648204
226,ENSG00000148634,HERC4,0.03823942309406361,0.07617046892455097
227,ENSG00000204130,RUFY2,0.03315400635288665,0.045815633678840166
228,ENSG00000079332,SAR1A,2.3890031847439115,0.05139487728804802
229,ENSG00000107738,VSIR,4.359725936732371,0.22831435840075115
230,ENSG00000197746,PSAP,0.938417806895134,0.04463828703905082
231,ENSG00000122884,P4HA1,0.8505226877961621,0.5750884133694221
232,ENSG00000107758,PPP3CB,0.04371794811858112,0.08264321734414086
233,ENSG00000166348,USP54,0.05329420062380042,0.07115856237042333
234,ENSG00000148660,CAMK2G,0.2361330029485666,0.15438405964954835
235,ENSG00000079393,DUSP13,1.2991535669832002,0.1844854997376041
236,ENSG00000165424,ZCCHC24,0.668860436713173,0.15642344070758893
237,ENSG00000138138,ATAD1,0.3138078665606885,0.1427152095992248
238,ENSG00000226688,ENTPD1-AS1,0.007924235768497162,0.039584814426123466
239,ENSG00000052749,RRP12,0.6305736459620869,0.17331271349105304
240,ENSG00000120053,GOT1,0.19000184396850212,0.09657244617914604
241,ENSG00000148841,ITPRIP,0.20842480075867714,0.14016295924486516
242,ENSG00000108039,XPNPEP1,0.8737580564509966,0.1473833740462321
243,ENSG00000065154,OAT,1.686246834120912,0.17446084122700425
244,ENSG00000148773,MKI67,12.233082809528428,0.3017030695514773
245,ENSG00000176171,BNIP3,13.219502108051074,0.23045227152100944
246,ENSG00000165568,AKR1E2,0.02055315670644559,0.037870004609445736
247,ENSG00000187134,AKR1C1,1.2841177733379394,0.268134517296202
248,ENSG00000048740,CELF2,0.2719121007937202,0.2353221528799753
249,ENSG00000181192,DHTKD1,0.2776914137383896,0.1129608017952934
250,ENSG00000151465,CDC123,1.0183277310537429,0.18840110884526146
251,ENSG00000065328,MCM10,0.6096353923142498,0.2124365807685729
252,ENSG00000026025,VIM,54.812712163182745,0.6782261411672867
253,ENSG00000148450,MSRB2,3.881127011831482,0.13574159338445782
254,ENSG00000095739,BAMBI,0.9789602385752644,0.15962818939939338
255,ENSG00000095794,CREM,0.20565045579565167,0.2396609790852971
256,ENSG00000198298,ZNF485,0.518184341812738,0.12945700723523598
257,ENSG00000170312,CDK1,1.5588377894237464,0.2307733224695661
258,ENSG00000148572,NRBF2,3.4919733724050928,0.10319501656452364
259,ENSG00000138336,TET1,0.057677311876481875,0.04278774326593476
260,ENSG00000165732,DDX21,4.807183639286405,0.2786051672453177
261,ENSG00000122862,SRGN,3.4932086746323643,0.15957927657552726
262,ENSG00000138316,ADAMTS14,0.044484345464368524,0.07589054314444743
263,ENSG00000107731,UNC5B,0.40601383769773547,0.16254057301833671
264,ENSG00000168209,DDIT4,77.77194665259029,0.13362057928799054
265,ENSG00000196968,FUT11,0.601896428031944,0.4150139082669109
266,ENSG00000035403,VCL,0.6440063943778095,0.3263545061656145
267,ENSG00000173267,SNCG,13.902359560810805,0.21508710289249766
268,ENSG00000122376,SHLD2,0.05946815210989913,0.10925041628910703
269,ENSG00000138160,KIF11,0.8410619219076874,0.19824512235917616
270,ENSG00000152804,HHEX,4.229667997419675,0.09243954343333596
271,ENSG00000138180,CEP55,1.4944241455446248,0.16465158465575475
272,ENSG00000108239,TBC1D12,0.06460028056743262,0.04361090303748437
273,ENSG00000119929,CUTC,0.4497143577739291,0.1178992506539106
274,ENSG00000099194,SCD,0.8237681659561389,0.03383048627399125
275,ENSG00000148834,GSTO1,6.939370070304134,0.1896247891310568
276,ENSG00000150593,PDCD4,0.7742151305135087,0.14827274230314388
277,ENSG00000107651,SEC23IP,0.14326077799442294,0.08484498078246172
278,ENSG00000142082,SIRT3,0.1862127370848929,0.07759084637794915
279,ENSG00000142089,IFITM3,2.250759062942536,0.09376241348755963
280,ENSG00000177030,DEAF1,0.35348083666077124,0.21257764751743616
281,ENSG00000021762,OSBPL5,0.02304924408671935,0.03407437003670248
282,ENSG00000223609,HBD,0.08773545038056625,0.17242243882020306
283,ENSG00000213934,HBG1,3288.83615260635,0.8928287778850907
284,ENSG00000196565,HBG2,52.12420011999692,0.13850947559925736
285,ENSG00000239920,AC104389.5,0.014241744516188396,0.12334726040480593
286,ENSG00000175348,TMEM9B,1.2239539124056105,0.12930514780401967
287,ENSG00000166471,TMEM41B,0.2592571101272125,0.3473010019973425
288,ENSG00000251381,LINC00958,0.28891453917818194,0.20634086917831754
289,ENSG00000129083,COPB1,0.3603642441649412,0.3703474481468855
290,ENSG00000110693,SOX6,0.05464307518654194,0.3059846628345106
291,ENSG00000179119,SPTY2D1,0.6720907810473734,0.15258322072029448
292,ENSG00000148943,LIN7C,1.8661837113370785,0.10912373983050326
293,ENSG00000148950,IMMP1L,0.4689025162117301,0.19678029572986186
294,ENSG00000184937,WT1,0.2936642410035641,0.15291294165563854
295,ENSG00000085063,CD59,5.524698788330307,0.046223764410786655
296,ENSG00000135363,LMO2,1.6939545411736172,0.31783435827278483
297,ENSG00000175220,ARHGAP1,0.28943889485975804,0.05912485404779851
298,ENSG00000066336,SPI1,3.5813823559579867,0.10852551993839844
299,ENSG00000123444,KBTBD4,0.2894753356983059,0.11859415765364098
300,ENSG00000186652,PRG2,15.72021230643631,0.6163077307233352
301,ENSG00000166902,MRPL16,3.833615903165704,0.19613437462460845
302,ENSG00000149485,FADS1,12.627379449836187,0.2776430236569149
303,ENSG00000221968,FADS3,1.834730148029647,0.16863900409426066
304,ENSG00000167996,FTH1,0.7255789000292002,0.036765249823403456
305,ENSG00000124942,AHNAK,0.4272856805116679,0.12342246509161847
306,ENSG00000254772,EEF1G,7.376812133842297,0.018957334100575044
307,ENSG00000162236,STX5,0.4389868876016729,0.3746589375010649
308,ENSG00000068831,RASGRP2,0.6956027827123256,0.2079073224832454
309,ENSG00000168067,MAP4K2,1.5885897010046246,0.13821272783100716
310,ENSG00000110046,ATG2A,0.2799865195990077,0.08471801101892584
311,ENSG00000173914,RBM4B,0.10484843853345838,0.053915384334508855
312,ENSG00000173898,SPTBN2,0.5133715476379803,0.15205928694880086
313,ENSG00000172663,TMEM134,1.947321154653274,0.11836147028851166
314,ENSG00000167799,NUDT8,2.2981537474809657,0.12992002527724278
315,ENSG00000137478,FCHSD2,0.01767549329673659,0.11209224550165013
316,ENSG00000054965,FAM168A,0.023455364996859168,0.03875799365885208
317,ENSG00000158555,GDPD5,0.3821672617466642,0.1420049750552379
318,ENSG00000074201,CLNS1A,0.07883345451429316,0.10865399135219984
319,ENSG00000033327,GAB2,0.016451307577126564,0.1043185206745206
320,ENSG00000073921,PICALM,0.046918513871014485,0.04618732105235833
321,ENSG00000174804,FZD4,0.31969063171578105,0.1457917761705493
322,ENSG00000166002,SMCO4,2.1113123374998484,0.14375917403755267
323,ENSG00000077458,FAM76B,0.17695144905802604,0.053420827850924335
324,ENSG00000149231,CCDC82,0.6151054229598406,0.11688835226767855
325,ENSG00000110660,SLC35F2,0.3265406213342158,0.18474696357987253
326,ENSG00000150782,IL18,0.3969400153866874,0.10161502944154292
327,ENSG00000167286,CD3D,13.602581605891093,0.3531498881628
328,ENSG00000110367,DDX6,0.2890622024658401,0.16061827797589165
329,ENSG00000149428,HYOU1,0.6095469240764854,0.0664728104915035
330,ENSG00000109971,HSPA8,0.2654700196429818,0.07431658820982215
331,ENSG00000149557,FEZ1,0.129550710673717,0.06351610116240451
332,ENSG00000182934,SRPRA,1.5087147612439022,0.08973396563747704
333,ENSG00000170325,PRDM10,0.04179593638511825,0.05803337167079445
334,ENSG00000185627,PSMD13,1.2202615795079248,0.0763362013845474
335,ENSG00000185201,IFITM2,0.5302863696481072,0.08153551858152319
336,ENSG00000185885,IFITM1,0.5197711949544199,0.09950734950782504
337,ENSG00000099849,RASSF7,2.7457719550642405,0.15021579297664514
338,ENSG00000132286,TIMM10B,0.4455320189393622,0.10376200211163636
339,ENSG00000166333,ILK,0.09227893222600796,0.0523132238144937
340,ENSG00000133816,MICAL2,0.02635519500795554,0.19812580799119225
341,ENSG00000070081,NUCB2,1.1141471740404094,0.1378573059597339
342,ENSG00000134333,LDHA,3.9490432503203214,0.14480051375163333
343,ENSG00000109854,HTATIP2,0.2608043945253368,0.08400118414336431
344,ENSG00000169519,METTL15,0.010954613812329908,0.08526987085009886
345,ENSG00000152219,ARL14EP,2.132794002475228,0.19548329604882209
346,ENSG00000109911,ELP4,0.06375897276606056,0.18787867670807012
347,ENSG00000166352,C11orf74,1.3420217665274825,0.13499019204682752
348,ENSG00000151348,EXT2,0.12792047380446206,0.0901072184034701
349,ENSG00000121671,CRY2,0.2226272764068035,0.13618507161230492
350,ENSG00000110492,MDK,0.4232915089946505,0.042532029843624634
351,ENSG00000134574,DDB2,0.15824626605614514,0.1501144747870128
352,ENSG00000284873,OOSP1,0.6170573571977657,0.14483272163234534
353,ENSG00000149516,MS4A3,1.5618084926655431,0.20858224101576225
354,ENSG00000149534,MS4A2,6.040264079466933,0.29749572263750745
355,ENSG00000110079,MS4A4A,0.09133572149500628,0.17952602288115144
356,ENSG00000134824,FADS2,0.0673817835648659,0.11510449510628945
357,ENSG00000110583,NAA40,0.4551182262966209,0.04575333926181845
358,ENSG00000110011,DNAJC4,0.5257606977086253,0.2345599435596517
359,ENSG00000162300,ZFPL1,1.972915638331268,0.1424254862764988
360,ENSG00000204710,SPDYC,1.1149158468185514,0.14730799300387426
361,ENSG00000014216,CAPN1,0.7815021161023257,0.048687431093837635
362,ENSG00000133884,DPF2,0.2324450065268496,0.029478754072213318
363,ENSG00000245532,NEAT1,9.176801366478779,0.0767693449550495
364,ENSG00000251562,MALAT1,0.2424643405182248,0.08131421233748627
365,ENSG00000142186,SCYL1,0.179774630202853,0.03126219184474807
366,ENSG00000173621,LRFN4,0.1939068238777341,0.06510163740850462
367,ENSG00000084207,GSTP1,31.443862030116247,0.6798611236416887
368,ENSG00000110075,PPP6R3,0.005144574882384038,0.01633145376370584
369,ENSG00000069482,GAL,19.845010863725356,0.28544110488334795
370,ENSG00000085733,CTTN,0.2217748480768265,0.16811578026503804
371,ENSG00000137522,RNF121,0.13041512395976834,0.12093076655820514
372,ENSG00000149257,SERPINH1,0.3240307940072073,0.19486188754278488
373,ENSG00000158636,EMSY,0.038021407746807366,0.0618294137100816
374,ENSG00000087884,AAMDC,0.43108033624454817,0.28229408778323706
375,ENSG00000263465,SRSF8,2.4124989031428554,0.0916590039237755
376,ENSG00000178105,DDX10,0.2579412777464152,0.15391883833348502
377,ENSG00000204370,SDHD,0.03376265945352209,0.0598176812748008
378,ENSG00000168092,PAFAH1B2,0.046709677456541934,0.05875271158645647
379,ENSG00000149577,SIDT2,0.17181867357724662,0.09618827566514586
380,ENSG00000160654,CD3G,1.830277677162592,0.16092312203884526
381,ENSG00000256269,HMBS,7.428995351119808,0.42816891932882506
382,ENSG00000172273,HINFP,0.3432706780733942,0.17588744560960784
383,ENSG00000110395,CBL,0.012611292429155195,0.0656956004149177
384,ENSG00000084234,APLP2,0.13426027836745585,0.0362457276469362
385,ENSG00000254573,AP004550.1,1.1997351035834842,0.2501521664512322
386,ENSG00000067182,TNFRSF1A,2.0103258683646517,0.15068859903013035
387,ENSG00000111644,ACRBP,1.6862849845961172,0.5306334590048499
388,ENSG00000177675,CD163L1,0.09153359659632657,0.06801291564752937
389,ENSG00000059804,SLC2A3,0.708486158275357,0.5978560870693529
390,ENSG00000110848,CD69,0.2485340624141704,0.10117505970318276
391,ENSG00000070018,LRP6,0.04892337702092815,0.06161960907782281
392,ENSG00000111266,DUSP16,0.07368047010792514,0.07827073622208278
393,ENSG00000111348,ARHGDIB,21.875165707676416,0.231522921875838
394,ENSG00000133703,KRAS,0.5413825434933598,0.06501183714438845
395,ENSG00000123104,ITPR2,0.07578295102998549,0.07579450902638009
396,ENSG00000139131,YARS2,0.28771453760923144,0.1278312680355487
397,ENSG00000110975,SYT10,0.271965484820768,0.12149082920558466
398,ENSG00000151233,GXYLT1,0.4081768126855891,0.1517650379268238
399,ENSG00000134294,SLC38A2,1.2181995077730692,0.1827240062446532
400,ENSG00000061273,HDAC7,1.203652310315779,0.30876674995532233
401,ENSG00000079387,SENP1,0.1562676589484443,0.09181902255001924
