gene_id,gene_name,log(velocity_gamma)
ENSG00000142871,CCN1,-6.1788989999999995
ENSG00000171492,LRRC8D,-2.0995376
ENSG00000162664,ZNF326,-1.4810945
ENSG00000117569,PTBP2,0.48013434
ENSG00000156875,MFSD14A,-1.1540489999999999
ENSG00000137996,RTCA,-2.4672112
ENSG00000185946,RNPC3,-1.4923508
ENSG00000240038,AMY2B,-2.5015004000000003
ENSG00000168710,AHCYL1,-1.9392971999999997
ENSG00000064886,CHI3L2,-3.8879782999999994
ENSG00000173947,PIFO,-4.807746400000001
ENSG00000143079,CTTNBP2NL,-2.3583922000000004
ENSG00000155363,MOV10,-2.9023037
ENSG00000163399,ATP1A1,-0.7943452
ENSG00000116824,CD2,-2.2709648999999996
ENSG00000171943,SRGAP2C,-0.7529649
ENSG00000116128,BCL9,-1.9596043
ENSG00000117360,PRPF3,-2.2055404
ENSG00000143367,TUFT1,-1.9861126
ENSG00000269621,AL589765.7,-2.7588964
ENSG00000163220,S100A9,-7.1248655
ENSG00000177954,RPS27,-4.6934977
ENSG00000160838,LRRC71,-6.8511940000000005
ENSG00000163563,MNDA,-2.6729243
ENSG00000224259,LINC01133,-6.7446227
ENSG00000026751,SLAMF7,-1.8408159
ENSG00000162733,DDR2,-1.9840978
ENSG00000185630,PBX1,0.738823
ENSG00000143190,POU2F1,-1.2942917
ENSG00000143178,TBX19,-1.9888526000000002
ENSG00000143184,XCL1,-6.485569
ENSG00000094963,FMO2,-2.2599869999999997
ENSG00000116161,CACYBP,-3.1569526000000003
ENSG00000116191,RALGPS2,-2.1050951
ENSG00000057252,SOAT1,-0.8204085999999999
ENSG00000116260,QSOX1,-2.6420607999999994
ENSG00000143324,XPR1,-0.10810831
ENSG00000135862,LAMC1,-0.41112390000000004
ENSG00000116667,C1orf21,-5.1920934
ENSG00000116668,SWT1,-1.0035068999999999
ENSG00000116690,PRG4,-3.4709167
ENSG00000090104,RGS1,-5.7662773000000005
ENSG00000127074,RGS13,-2.6515896
ENSG00000116741,RGS2,-4.6427927
ENSG00000000971,CFH,-2.574063
ENSG00000118200,CAMSAP2,-0.13650733
ENSG00000224536,AC096677.1,-1.5120618000000001
ENSG00000134375,TIMM17A,-2.0535839
ENSG00000163435,ELF3,-4.9128647
ENSG00000077157,PPP1R12B,0.20276159
ENSG00000188783,PRELP,-3.2897205
ENSG00000122188,LAX1,-2.5835056
ENSG00000198625,MDM4,-2.0599165
ENSG00000174514,MFSD4A,-0.8890953000000001
ENSG00000263961,RHEX,-1.3400205
ENSG00000230937,MIR205HG,-0.9941606
ENSG00000123689,G0S2,-8.024401
ENSG00000117594,HSD11B1,-2.919985
ENSG00000009790,TRAF3IP3,-1.5905545
ENSG00000117625,RCOR3,-1.2700396999999999
ENSG00000162769,FLVCR1,-1.5867171
ENSG00000092969,TGFB2,0.23067802
ENSG00000186205,MARC1,-5.121723
ENSG00000154309,DISP1,-0.29391745
ENSG00000143819,EPHX1,-3.0972517
ENSG00000163050,COQ8A,-1.1589916
ENSG00000162946,DISC1,-0.06753481
ENSG00000077585,GPR137B,-0.16317582
ENSG00000162849,KIF26B,0.5979116
ENSG00000162711,NLRP3,-0.17196789999999998
ENSG00000151240,DIP2C,0.40896776
ENSG00000107929,LARP4B,0.6914508
ENSG00000134460,IL2RA,-1.9407398
ENSG00000151657,KIN,-2.225063
ENSG00000225383,SFTA1P,-2.1859174
ENSG00000151461,UPF2,-2.1120810000000003
ENSG00000165626,BEND7,-1.0449963
ENSG00000107611,CUBN,-0.395451
ENSG00000148488,ST8SIA6,-1.0945125
ENSG00000240291,AL450384.2,-1.7189276999999998
ENSG00000107890,ANKRD26,-2.0130713
ENSG00000136758,YME1L1,-0.73730683
ENSG00000120616,EPC1,0.40963066
ENSG00000276850,AC245041.2,-3.3143942
ENSG00000072422,RHOBTB1,-0.75418836
ENSG00000182010,RTKN2,-0.25814798
ENSG00000122877,EGR2,-3.4245627
ENSG00000180644,PRF1,-3.6374885999999997
ENSG00000107742,SPOCK2,-4.155187000000001
ENSG00000156042,CFAP70,-4.873094999999999
ENSG00000166507,NDST2,-1.9908946
ENSG00000151208,DLG5,-1.0469263
ENSG00000185303,SFTPA2,-8.570375
ENSG00000133661,SFTPD,-4.0013366
ENSG00000151224,MAT1A,-5.627684599999999
ENSG00000107796,ACTA2,-4.4457045
ENSG00000148677,ANKRD1,-0.06638444
ENSG00000138207,RBP4,-4.6502666
ENSG00000095637,SORBS1,-0.20638593
ENSG00000107554,DNMBP,-0.6768982
ENSG00000107566,ERLIN1,-4.7886295
ENSG00000198408,OGA,-0.5898994000000001
ENSG00000120029,ARMH3,-0.32994294
ENSG00000059915,PSD,-2.150896
ENSG00000197748,CFAP43,-1.296262
ENSG00000148841,ITPRIP,-2.7736409
ENSG00000165813,CCDC186,-2.8124151
ENSG00000165650,PDZD8,-0.8062033000000001
ENSG00000107560,RAB11FIP2,-1.6076451999999999
ENSG00000182022,CHST15,-2.6951911
ENSG00000203791,EEF1AKMT2,-0.7896715
ENSG00000148848,ADAM12,-0.11848051
ENSG00000165752,STK32C,-2.7220812000000003
ENSG00000171811,CFAP46,-3.991028
ENSG00000151651,ADAM8,-4.0952597
ENSG00000047056,WDR37,0.16987984
ENSG00000165632,TAF3,-0.8782949000000001
ENSG00000107485,GATA3,-2.4026337000000004
ENSG00000048740,CELF2,-1.2557334999999998
ENSG00000260314,MRC1,-0.74591273
ENSG00000165997,ARL5B,-1.6315013
ENSG00000077420,APBB1IP,-2.2134435000000003
ENSG00000148516,ZEB1,-1.563908
ENSG00000095794,CREM,-0.32463697
ENSG00000169826,CSGALNACT2,-2.4947572
ENSG00000072401,UBE2D1,-5.827783999999999
ENSG00000122862,SRGN,-2.5264783
ENSG00000099282,TSPAN15,-0.2905409
ENSG00000168209,DDIT4,-5.4449252999999995
ENSG00000156026,MCU,0.9547950000000001
ENSG00000176986,SEC24C,-1.8128210999999999
ENSG00000122852,SFTPA1,-7.1194243
ENSG00000189129,PLAC9,-2.7373421000000002
ENSG00000108219,TSPAN14,-1.4940871
ENSG00000173267,SNCG,-3.6527991
ENSG00000148671,ADIRF,-4.9213843
ENSG00000198682,PAPSS2,-0.15942964
ENSG00000171862,PTEN,-1.3995653000000001
ENSG00000119922,IFIT2,-2.1931383999999996
ENSG00000119917,IFIT3,-1.901866
ENSG00000185745,IFIT1,-2.5088124
ENSG00000095564,BTAF1,-0.20220427
ENSG00000138193,PLCE1,-2.4560835
ENSG00000107862,GBF1,-0.42511487
ENSG00000108061,SHOC2,0.065515764
ENSG00000188316,ENO4,-0.27524537
ENSG00000151929,BAG3,-2.3273728
ENSG00000132334,PTPRE,-2.3836155
ENSG00000068383,INPP5A,-1.6506203000000002
ENSG00000171798,KNDC1,-3.2777622
ENSG00000174775,HRAS,-2.5080454
ENSG00000177030,DEAF1,-1.4879706
ENSG00000244242,IFITM10,-1.6375948999999999
ENSG00000117984,CTSD,-5.9970694
ENSG00000244734,HBB,-3.0421337999999998
ENSG00000130413,STK33,-1.2182853
ENSG00000166444,ST5,-0.59305394
ENSG00000133812,SBF2,1.8503287
ENSG00000110315,RNF141,-3.9542983
ENSG00000133800,LYVE1,-3.6724095
ENSG00000050165,DKK3,-2.8350935
ENSG00000251381,LINC00958,-2.3303578
ENSG00000133818,RRAS2,-1.2385194
ENSG00000110693,SOX6,-0.02184048
ENSG00000011405,PIK3C2A,-0.6861184
ENSG00000006611,USH1C,-6.917872
ENSG00000148965,SAA4,-3.0143714
ENSG00000134339,SAA2,-3.9602044000000003
ENSG00000205213,LGR4,-2.567879
ENSG00000176697,BDNF,-2.4683062999999996
ENSG00000170959,DCDC1,0.10643577
ENSG00000166016,ABTB2,0.010693746
ENSG00000149090,PAMR1,-1.7831962
ENSG00000110497,AMBRA1,0.009475731999999999
ENSG00000175216,CKAP5,-1.5437543
ENSG00000149187,CELF1,-1.0505605
ENSG00000165923,AGBL2,-3.2802102999999994
ENSG00000166889,PATL1,-1.1429843000000002
ENSG00000221968,FADS3,-1.6374328000000002
ENSG00000167996,FTH1,-3.3766105000000004
ENSG00000149541,B3GAT3,-3.4315717000000006
ENSG00000089597,GANAB,-2.9668882
ENSG00000255717,SNHG1,-1.8943161
ENSG00000168066,SF1,-1.7644370999999999
ENSG00000171219,CDC42BPG,-2.6153357
ENSG00000110046,ATG2A,-0.7220327
ENSG00000137497,NUMA1,-1.7248080000000001
ENSG00000186635,ARAP1,-0.90116364
ENSG00000166435,XRRA1,-0.097838916
ENSG00000149256,TENM4,-0.11742542
ENSG00000110172,CHORDC1,-3.2910383000000003
ENSG00000166012,TAF1D,-1.6009328
ENSG00000184384,MAML2,1.2996911
ENSG00000137672,TRPC6,-2.4433491000000003
ENSG00000196167,COLCA1,-5.2616568
ENSG00000109846,CRYAB,-4.9917197
ENSG00000137726,FXYD6,-4.5255904000000005
ENSG00000160593,JAML,-4.4462314
ENSG00000167286,CD3D,-4.179494399999999
ENSG00000137699,TRIM29,-6.4940815
ENSG00000149557,FEZ1,-1.525052
ENSG00000134954,ETS1,-1.4413577
ENSG00000134909,ARHGAP32,-1.2280704
ENSG00000134917,ADAMTS8,-1.4740628999999998
ENSG00000080854,IGSF9B,-1.3222566999999998
ENSG00000142102,PGGHG,-5.292472
ENSG00000185201,IFITM2,-5.294393
ENSG00000185885,IFITM1,-4.333736
ENSG00000117983,MUC5B,0.33538094
ENSG00000149043,SYT8,-4.691466999999999
ENSG00000166402,TUB,-6.429865
ENSG00000166452,AKIP1,-1.9863191999999998
ENSG00000148926,ADM,-5.000697
ENSG00000170242,USP47,-0.022046717
ENSG00000197702,PARVA,-5.6856055
ENSG00000197601,FAR1,-0.73947114
ENSG00000173432,SAA1,-6.602454700000001
ENSG00000166833,NAV2,-0.51821357
ENSG00000052841,TTC17,-0.83510536
ENSG00000121671,CRY2,-4.9262457
ENSG00000157613,CREB3L1,-5.020021
ENSG00000156738,MS4A1,-2.4403707999999997
ENSG00000166959,MS4A8,-0.9972215
ENSG00000166961,MS4A15,-1.9175116
ENSG00000013725,CD6,-1.3128203999999999
ENSG00000124920,MYRF,-2.6699142000000005
ENSG00000124939,SCGB2A1,-4.8378559999999995
ENSG00000149021,SCGB1A1,-3.2004799999999998
ENSG00000214756,CSKMT,-1.3589628
ENSG00000072518,MARK2,-1.1184083999999999
ENSG00000149761,NUDT22,-3.6698574999999996
ENSG00000245532,NEAT1,-5.605909
ENSG00000251562,MALAT1,-1.5754952
ENSG00000173442,EHBP1L1,-3.1344535
ENSG00000172543,CTSW,-2.8719083999999997
ENSG00000173120,KDM2A,-0.16714622
ENSG00000172932,ANKRD13D,-2.1685767000000005
ENSG00000006534,ALDH3B1,-7.3351693
ENSG00000110075,PPP6R3,0.28427374
ENSG00000085733,CTTN,-5.598671400000001
ENSG00000110195,FOLR1,-6.469407599999999
ENSG00000165457,FOLR2,-3.6770072
ENSG00000021300,PLEKHB1,-8.064695
ENSG00000175575,PAAF1,-2.6948043999999998
ENSG00000187726,DNAJB13,-3.6056945
ENSG00000149257,SERPINH1,0.6319725
ENSG00000078124,ACER3,0.55433726
ENSG00000165494,PCF11,-1.3535476
ENSG00000110318,CEP126,-2.7683263
ENSG00000023445,BIRC3,-0.48344170000000003
ENSG00000110675,ELMOD1,-1.6253339
ENSG00000166266,CUL5,-1.3192268999999999
ENSG00000149311,ATM,-2.7036688
ENSG00000149289,ZC3H12C,-1.1638258
ENSG00000183644,C11orf88,-3.9964546999999997
ENSG00000109906,ZBTB16,-1.0296954
ENSG00000166741,NNMT,-3.6427834000000003
ENSG00000110274,CEP164,-3.6289716
ENSG00000110324,IL10RA,-3.8283392999999997
ENSG00000137648,TMPRSS4,-2.0720398
ENSG00000160654,CD3G,-4.1646085
ENSG00000256269,HMBS,-3.1954818
ENSG00000137642,SORL1,-2.0251881999999997
ENSG00000023171,GRAMD1B,0.6637813
ENSG00000064199,SPA17,-3.9381489999999997
ENSG00000182667,NTM,0.97448885
ENSG00000149328,GLB1L2,-2.6503153
ENSG00000255545,AP004608.1,-4.6053514
ENSG00000073614,KDM5A,-0.6474385
ENSG00000130038,CRACR2A,-1.607625
ENSG00000110799,VWF,-1.3339955
ENSG00000159403,C1R,-3.2137504
ENSG00000177575,CD163,-1.1186625
ENSG00000059804,SLC2A3,-0.47176814
ENSG00000175899,A2M,-1.8162051
ENSG00000111796,KLRB1,-3.2069726000000003
ENSG00000110848,CD69,-2.4556537
ENSG00000213809,KLRK1,-1.5344923000000001
ENSG00000205810,KLRC3,-2.7611637000000004
ENSG00000070018,LRP6,-3.1788392000000005
ENSG00000111341,MGP,-5.1708680000000005
ENSG00000004700,RECQL,-2.200309
ENSG00000170456,DENND5B,-0.11167935
ENSG00000151233,GXYLT1,-1.3967754
ENSG00000184613,NELL2,-1.9642515
ENSG00000111371,SLC38A1,-2.3851175
ENSG00000061273,HDAC7,-1.6070583
ENSG00000111424,VDR,-0.6766234999999999
ENSG00000139620,KANSL2,-1.8553279999999999
ENSG00000134285,FKBP11,-3.314977
ENSG00000167548,KMT2D,-3.2306538
ENSG00000110911,SLC11A2,0.20900059
ENSG00000139629,GALNT6,-0.9015411
ENSG00000167778,SPRYD3,-4.5780015
ENSG00000139631,CSAD,-0.71151465
ENSG00000094914,AAAS,-2.6828282000000003
ENSG00000123342,MMP19,-2.9750519
ENSG00000170581,STAT2,-1.1580822
ENSG00000166881,NEMP1,-2.002805
ENSG00000166888,STAT6,-0.9341726999999999
ENSG00000135407,AVIL,-1.4062881
ENSG00000177990,DPY19L2,-2.2255151
ENSG00000156076,WIF1,-2.7063639999999998
ENSG00000111537,IFNG,-3.3001087
ENSG00000111554,MDM1,-1.7966914
ENSG00000127329,PTPRB,-0.46431231
ENSG00000127324,TSPAN8,-3.118198
ENSG00000133858,ZFC3H1,-0.36919367
ENSG00000111615,KRR1,-2.5494027000000004
ENSG00000175183,CSRP2,-3.44339
ENSG00000257894,AC027288.3,0.24191192
ENSG00000231738,TSPAN19,-2.1674123
ENSG00000198707,CEP290,-4.9804688
ENSG00000139329,LUM,-6.0069532
ENSG00000011465,DCN,1.1541355
ENSG00000133639,BTG1,-5.654635400000001
ENSG00000257252,AC124947.1,0.06408931
ENSG00000120798,NR2C1,-0.5765468
ENSG00000180263,FGD6,0.029513868
ENSG00000256870,SLC5A8,-3.8208113
ENSG00000111670,GNPTAB,-0.5280458
ENSG00000136052,SLC41A2,-0.10104561599999999
ENSG00000074590,NUAK1,-1.8123793999999998
ENSG00000084112,SSH1,0.06217656
ENSG00000196850,PPTC7,-0.7153768
ENSG00000173064,HECTD4,0.090370886
ENSG00000135116,HRK,-4.998819999999999
ENSG00000167272,POP5,-3.5101907
ENSG00000135114,OASL,-0.6793807
ENSG00000090975,PITPNM2,-0.5474220000000001
ENSG00000139697,SBNO1,-2.0403241999999997
ENSG00000196498,NCOR2,-0.38127828
ENSG00000139044,B4GALNT3,-0.23694012
ENSG00000060237,WNK1,-0.45682845
ENSG00000111203,ITFG2,-0.72798336
ENSG00000256654,AC005906.2,-1.3717253
ENSG00000089692,LAG3,-2.2222147
ENSG00000257084,MIR200CHG,-7.5482583
ENSG00000182326,C1S,-3.3652407999999996
ENSG00000139187,KLRG1,-1.8509482
ENSG00000069493,CLEC2D,-1.2607708999999998
ENSG00000150045,KLRF1,-2.2492352
ENSG00000134539,KLRD1,-1.0598940000000001
ENSG00000245648,AC022075.1,0.98498064
ENSG00000256039,LINC02446,0.42992386
ENSG00000111269,CREBL2,-3.6160707000000003
ENSG00000111276,CDKN1B,-2.234871
ENSG00000178878,APOLD1,-0.6329059
ENSG00000013588,GPRC5A,-1.3291365
ENSG00000134531,EMP1,0.25877428
ENSG00000139154,AEBP2,-1.1879978999999998
ENSG00000255745,AC023796.1,-2.2721669999999996
ENSG00000087448,KLHL42,-1.6345403
ENSG00000151746,BICD1,-0.03141417
ENSG00000167553,TUBA1C,0.0657771
ENSG00000123352,SPATS2,-0.18279763
ENSG00000050438,SLC4A8,-0.6486098000000001
ENSG00000135503,ACVR1B,-1.2489716
ENSG00000135480,KRT7,-2.3857114
ENSG00000167779,IGFBP6,-5.113683999999999
ENSG00000123384,LRP1,-2.6308756
ENSG00000178498,DTX3,-4.004862999999999
ENSG00000118596,SLC16A7,-0.72978777
ENSG00000135655,USP15,0.18114242
ENSG00000061987,MON2,-0.100009345
ENSG00000184575,XPOT,-2.5988447999999997
ENSG00000127311,HELB,-1.1851367
ENSG00000127334,DYRK2,-3.8146687000000004
ENSG00000135679,MDM2,-0.6237931
ENSG00000090382,LYZ,-6.997930499999999
ENSG00000067798,NAV3,-2.0528188000000003
ENSG00000133640,LRRIQ1,-1.2165443999999999
ENSG00000139354,GAS2L3,0.10258449
ENSG00000235162,C12orf75,-0.91080296
ENSG00000166046,TCP11L2,-1.2910277000000001
ENSG00000013503,POLR3B,-1.4875566
ENSG00000111271,ACAD10,-2.5747948
ENSG00000186710,CFAP73,-1.063583
ENSG00000174989,FBXW8,-2.9370096
ENSG00000139767,SRRM4,-3.1850023
ENSG00000224982,TMEM233,-1.5205243999999998
ENSG00000135127,BICDL1,-0.5583444000000001
ENSG00000089041,P2RX7,-1.4022701000000002
ENSG00000158023,WDR66,-3.9042730000000003
ENSG00000175727,MLXIP,-1.5742717
ENSG00000168778,TCTN2,-4.2898746
ENSG00000197653,DNAH10,-2.016722
ENSG00000061936,SFSWAP,-1.8458082999999998
ENSG00000198393,ZNF26,-2.363452
ENSG00000256223,ZNF10,0.4930361
ENSG00000139505,MTMR6,-1.4921305
ENSG00000102755,FLT1,1.1017518
ENSG00000122042,UBL3,-0.670746
ENSG00000120693,SMAD9,-2.0892339
ENSG00000133110,POSTN,-2.5623305
ENSG00000183722,LHFPL6,-0.07083596
ENSG00000133106,EPSTI1,-1.0317664
ENSG00000136144,RCBTB1,-3.8026150000000003
ENSG00000123179,EBPL,-3.2167797
ENSG00000102786,INTS6,0.98454404
ENSG00000197168,NEK5,-2.1961953999999997
ENSG00000139734,DIAPH3,-3.528054
ENSG00000083520,DIS3,-1.8791808999999997
ENSG00000118922,KLF12,0.665029
ENSG00000005810,MYCBP2,-0.016203197
ENSG00000285684,AL137781.1,-5.50675
ENSG00000102572,STK24,-0.41372076
ENSG00000088387,DOCK9,0.48804444
ENSG00000169508,GPR183,-3.5322256000000003
ENSG00000125266,EFNB2,-2.1291067999999997
ENSG00000187498,COL4A1,-2.181337
ENSG00000088448,ANKRD10,-1.4769876
ENSG00000183087,GAS6,-4.3161817000000005
ENSG00000132938,MTUS2,-1.1327260000000001
ENSG00000132952,USPL1,-0.93261415
ENSG00000172915,NBEA,1.4741651000000002
ENSG00000102760,RGCC,-4.7737775000000005
ENSG00000023516,AKAP11,-3.162363
ENSG00000102531,FNDC3A,1.0379192
ENSG00000118946,PCDH17,-1.1241065000000001
ENSG00000136153,LMO7,-1.3107701999999999
ENSG00000136155,SCEL,-1.3501866000000002
ENSG00000139737,SLAIN1,-0.22858128
ENSG00000215417,MIR17HG,-0.71028966
ENSG00000183098,GPC6,-0.66996664
ENSG00000139793,MBNL2,0.84965813
ENSG00000134899,ERCC5,-0.6876707
ENSG00000134871,COL4A2,-1.8770921000000003
ENSG00000126217,MCF2L,-0.8975992
ENSG00000233695,GAS6-AS1,-1.8976436
ENSG00000129538,RNASE1,-5.347512200000001
ENSG00000165795,NDRG2,-2.1467996
ENSG00000092068,SLC7A8,-1.1896708999999999
ENSG00000136367,ZFHX2,-1.910096
ENSG00000100450,GZMH,-4.950378
ENSG00000100453,GZMB,-4.393269999999999
ENSG00000174373,RALGAPA1,0.7348679
ENSG00000165355,FBXO33,-0.62264144
ENSG00000129534,MIS18BP1,-0.94534034
ENSG00000165506,DNAAF2,-1.1354553
ENSG00000165525,NEMF,-1.2413802999999999
ENSG00000012983,MAP4K5,-0.8465853000000001
ENSG00000100503,NIN,0.08475528
ENSG00000247287,AL359220.1,-1.1679732
ENSG00000258667,HIF1A-AS3,1.3044277
ENSG00000126821,SGPP1,-0.5714792
ENSG00000156030,ELMSAN1,-1.1373441999999998
ENSG00000119655,NPC2,-6.941464999999999
ENSG00000119681,LTBP2,-3.5792477
ENSG00000100580,TMED8,-1.785752
ENSG00000211448,DIO2,-1.4259727
ENSG00000100629,CEP128,0.121759996
ENSG00000054983,GALC,-0.19260782
ENSG00000140092,FBLN5,-3.6917524
ENSG00000100815,TRIP11,-1.5178825
ENSG00000066427,ATXN3,-0.8502117
ENSG00000011114,BTBD7,-0.6378903
ENSG00000066739,ATG2B,-1.4763241000000003
ENSG00000127152,BCL11B,-0.6086174
ENSG00000140105,WARS,-2.050979
ENSG00000080824,HSP90AA1,-3.4638214
ENSG00000166165,CKB,-4.664282
ENSG00000183484,GPR132,-1.6050756000000002
