<<<<<<< HEAD
,gene_id,log(estimated_mean donor-bond and acceptor-bond half-life time [min])
77,ENSG00000006652,0.8891947417415405
78,ENSG00000006704,1.7909212715514164
79,ENSG00000006712,2.3836720224824495
80,ENSG00000006715,1.8053888580840924
81,ENSG00000006744,1.7819756356291947
82,ENSG00000006757,1.4800164371813265
83,ENSG00000006831,1.6941629597140067
84,ENSG00000007038,4.870339895675567
85,ENSG00000007047,2.594342894991467
86,ENSG00000007080,5.1259106501765155
87,ENSG00000007168,-1.478061052215352
88,ENSG00000007202,2.117669352804932
89,ENSG00000007341,2.733825157931723
90,ENSG00000007372,0.5229953568783179
91,ENSG00000007376,3.9733690437896767
92,ENSG00000007384,3.406988956767715
93,ENSG00000007392,2.545650353420675
94,ENSG00000007520,2.8643973094201405
95,ENSG00000007545,2.366963709675556
96,ENSG00000007866,2.158889161666597
97,ENSG00000007923,1.4426174624891583
98,ENSG00000007944,1.0037252452184304
99,ENSG00000007968,2.0228011067418485
100,ENSG00000008018,1.4054207140098731
101,ENSG00000008083,1.428713790014592
102,ENSG00000008128,3.415511147379271
103,ENSG00000008130,3.5893199894965755
104,ENSG00000008196,1.865146465123906
105,ENSG00000008256,2.921042618809875
106,ENSG00000008282,1.8538588191221343
107,ENSG00000008283,2.59033292940197
108,ENSG00000008294,0.8119105794888839
109,ENSG00000008300,0.8665399800574087
110,ENSG00000008324,2.5875804641950055
111,ENSG00000008394,4.868647020331406
112,ENSG00000008405,0.9818668561403252
113,ENSG00000008441,4.9910556966200765
114,ENSG00000008838,3.075818542981527
115,ENSG00000008869,1.4836001156057586
116,ENSG00000008952,2.918305656574892
117,ENSG00000008988,2.578078673872556
118,ENSG00000009307,1.273835204296659
119,ENSG00000009335,1.163581632597307
120,ENSG00000009413,0.7368623475381788
121,ENSG00000009780,1.7308127548574377
122,ENSG00000009830,1.7194028368863954
123,ENSG00000009844,0.4005027627986637
124,ENSG00000009954,0.6852478350038521
125,ENSG00000010017,1.3715116225862367
126,ENSG00000010072,1.189949747786016
127,ENSG00000010165,1.6474169907772918
128,ENSG00000010219,3.4252481512065085
129,ENSG00000010244,1.6724895992796565
130,ENSG00000010256,3.108632580655249
131,ENSG00000010270,1.6752624491545838
132,ENSG00000010278,1.9941133601363195
133,ENSG00000010292,1.2805675082778385
134,ENSG00000010310,3.909619056766496
135,ENSG00000010318,1.967107902083586
136,ENSG00000010322,2.970491079468797
137,ENSG00000010404,2.823508324426355
138,ENSG00000010539,1.2386950303566282
139,ENSG00000010626,1.883946325674888
140,ENSG00000010671,2.5132841897517535
141,ENSG00000010803,0.27945585966788516
142,ENSG00000010810,1.3648574569472758
143,ENSG00000010818,1.7559202436935928
144,ENSG00000011007,0.7389411109811097
145,ENSG00000011009,3.4533836457544114
146,ENSG00000011021,1.539651570350289
147,ENSG00000011052,3.491765442316854
148,ENSG00000011114,0.22126164018910802
149,ENSG00000011132,3.5809177933899954
150,ENSG00000011143,1.5656477361858987
151,ENSG00000011198,1.6459284603095852
152,ENSG00000011243,2.736060757529136
153,ENSG00000011258,1.296901469422232
154,ENSG00000011260,0.23167582641486548
155,ENSG00000011275,0.7243461285167296
156,ENSG00000011295,2.2088097751003137
157,ENSG00000011304,3.121615378395619
158,ENSG00000011376,0.9135060390652447
159,ENSG00000011405,0.5806278233831238
160,ENSG00000011422,1.4472126132381897
161,ENSG00000011426,0.6678664784934787
162,ENSG00000011451,2.620853243517567
163,ENSG00000011454,1.418171081577076
164,ENSG00000011478,3.21287992643191
165,ENSG00000011485,3.282635627412029
166,ENSG00000011523,1.8936184372389997
167,ENSG00000011566,1.2269307539021486
168,ENSG00000011677,0.4191348555699496
169,ENSG00000012048,1.08009311923112
170,ENSG00000012061,2.278628293425394
171,ENSG00000012211,3.0501476038152493
172,ENSG00000012660,1.8605956001944841
173,ENSG00000012779,3.8137319941419863
174,ENSG00000012822,3.715814849960922
175,ENSG00000012963,1.3199006049823507
176,ENSG00000012983,4.143712217876365
177,ENSG00000013275,2.9433866824858965
178,ENSG00000013288,2.168899594094905
179,ENSG00000013306,4.249260574567223
180,ENSG00000013374,1.1965147886527623
181,ENSG00000013375,1.5429726659304868
182,ENSG00000013392,2.088351132479892
183,ENSG00000013441,1.8467068425794957
184,ENSG00000013503,0.2879050576114672
185,ENSG00000013561,0.9914500513139267
186,ENSG00000013563,3.4339219406465533
187,ENSG00000013573,2.4161859516905824
188,ENSG00000013588,1.3977447463440626
189,ENSG00000013810,2.811072623800042
190,ENSG00000014123,1.5216725470207835
191,ENSG00000014138,0.4094378431193193
192,ENSG00000014164,3.3618295090640724
193,ENSG00000014216,3.467501787856249
194,ENSG00000014641,2.8292536989170824
195,ENSG00000014824,2.340205074244942
196,ENSG00000014914,2.913639094240122
197,ENSG00000014919,2.2674551394881424
198,ENSG00000015133,1.7039174509734505
199,ENSG00000015153,3.268094103807978
200,ENSG00000015171,3.157099246146265
201,ENSG00000015475,0.010161498182916699
202,ENSG00000015479,2.313708079768146
203,ENSG00000015676,2.9208950080764002
204,ENSG00000016864,1.8700499002332653
205,ENSG00000017260,1.4997830876502458
206,ENSG00000017483,6.2177935550298224
207,ENSG00000017797,3.205581768328963
208,ENSG00000018189,0.243415186594517
209,ENSG00000018510,0.9497852120564815
210,ENSG00000018610,1.0384115978789785
211,ENSG00000018699,0.40146920291773946
212,ENSG00000018869,2.3858706060170873
213,ENSG00000020129,2.4493224244634213
214,ENSG00000020426,2.315308318384125
215,ENSG00000020922,1.716683189504617
216,ENSG00000021355,1.7446390772995484
217,ENSG00000021574,0.2680011929530084
218,ENSG00000021776,0.3603633028710238
219,ENSG00000022277,1.565406393558098
220,ENSG00000022556,1.0999299521595096
221,ENSG00000022840,0.9746343711585862
222,ENSG00000023041,1.2472313793574061
223,ENSG00000023191,2.973108910541649
224,ENSG00000023228,0.15058662860368838
225,ENSG00000023287,0.6403258234599903
226,ENSG00000023318,0.7606288161982395
227,ENSG00000023330,1.528422992704839
228,ENSG00000023572,1.3398462630383665
229,ENSG00000023697,3.869517516413854
230,ENSG00000023734,0.8546795411802812
231,ENSG00000023892,5.219607696406959
232,ENSG00000023909,1.2725013495175312
233,ENSG00000024048,0.44222263205683693
234,ENSG00000024526,0.80625854036979
235,ENSG00000024862,2.1488826620011086
236,ENSG00000025039,2.385777008140992
237,ENSG00000025156,0.3864720086382142
238,ENSG00000025434,2.0413813975639545
239,ENSG00000025770,3.4557834156721685
240,ENSG00000025772,2.5950976434722737
241,ENSG00000025796,0.031204250349788208
242,ENSG00000025800,0.9865613758179012
243,ENSG00000026025,2.3665394315101342
244,ENSG00000026297,3.435168544321904
245,ENSG00000026508,0.2626773802752043
246,ENSG00000026652,1.5124413936597556
247,ENSG00000026950,3.945164539287163
248,ENSG00000027697,1.8757518752037288
249,ENSG00000028116,1.1419394494698891
250,ENSG00000028137,3.1548180624202593
251,ENSG00000028203,2.093288265849161
252,ENSG00000028310,1.9907273634823335
253,ENSG00000028528,1.0649191919903271
254,ENSG00000028839,1.69352768202893
255,ENSG00000029153,1.5813086855279295
256,ENSG00000029363,0.10029274013825414
257,ENSG00000029364,0.9451297491999285
258,ENSG00000029534,1.9808365381168493
259,ENSG00000029639,2.66062808240847
260,ENSG00000029725,1.443591776875384
261,ENSG00000029993,1.297711129476777
262,ENSG00000030066,0.4161283906198859
263,ENSG00000030419,4.258670154763872
264,ENSG00000030582,3.9149172348299373
265,ENSG00000031003,0.19614595949475036
266,ENSG00000031691,1.113539614361953
267,ENSG00000031698,2.2992193185424914
268,ENSG00000031823,2.3524469361141804
269,ENSG00000032219,0.5261724904425474
270,ENSG00000032389,1.312563316984922
271,ENSG00000032444,2.892451660894002
272,ENSG00000033011,1.9760461821739441
273,ENSG00000033030,0.7692543979535377
274,ENSG00000033050,1.6080718848690148
275,ENSG00000033100,2.9059563453789177
276,ENSG00000033170,1.0745111078425291
277,ENSG00000033178,1.2887669948669125
278,ENSG00000033327,0.7608041440706396
279,ENSG00000033627,1.2883364588433477
280,ENSG00000033800,1.2912960660342339
281,ENSG00000033867,6.14846380665704
282,ENSG00000034053,0.7414119228431703
283,ENSG00000034510,3.6806539145586634
284,ENSG00000034533,1.9575533374369407
285,ENSG00000034693,3.026802673546764
286,ENSG00000034713,2.577436669844152
287,ENSG00000035141,1.838258405585073
288,ENSG00000035403,-0.2377959380589423
289,ENSG00000035499,1.3434629429492595
290,ENSG00000035681,0.389706230450934
291,ENSG00000035687,2.098638961382416
292,ENSG00000035928,0.9693277124644937
293,ENSG00000036054,1.2806992577770944
294,ENSG00000036257,1.0323205715698704
295,ENSG00000036549,0.10709232841001269
296,ENSG00000036672,2.052499528283315
297,ENSG00000037241,1.6043913611324434
298,ENSG00000037474,0.7180686947587545
299,ENSG00000037637,1.6460862022815232
300,ENSG00000037749,1.298414429164682
301,ENSG00000037757,3.5302409202540734
302,ENSG00000037897,0.9032567604777295
303,ENSG00000038002,1.9467631199774074
304,ENSG00000038210,0.9700219311396816
305,ENSG00000038219,0.9904859595667588
306,ENSG00000038274,1.2250099213173533
307,ENSG00000038358,2.6564432869267147
308,ENSG00000038382,1.9513954949344163
309,ENSG00000038532,1.5082248662683984
310,ENSG00000039123,0.5276263588843797
311,ENSG00000039319,1.4668461496978613
312,ENSG00000039523,3.101210004874163
313,ENSG00000039560,0.6748788023211898
314,ENSG00000039650,3.9837187913031396
315,ENSG00000040199,-0.8255528648333053
316,ENSG00000040275,0.8325783026802563
317,ENSG00000040341,1.6834399755284133
318,ENSG00000040487,2.6390499311572686
319,ENSG00000040531,1.9716119051432766
320,ENSG00000040633,2.3517461025412487
321,ENSG00000040933,1.3345737083104157
322,ENSG00000041357,2.167454911517211
323,ENSG00000041802,1.9573128873841779
324,ENSG00000041988,2.814102513253668
325,ENSG00000042088,1.3615636684416639
326,ENSG00000042286,1.3054274816480307
327,ENSG00000042429,0.2603681922414805
328,ENSG00000042445,2.9557547505381954
329,ENSG00000042493,2.3876877944980905
330,ENSG00000042753,3.805866540179885
331,ENSG00000043093,0.6017253052839261
332,ENSG00000043143,2.224933982198293
333,ENSG00000043355,2.6159955767350707
334,ENSG00000043462,1.2757259627541655
335,ENSG00000043514,1.956408387687742
336,ENSG00000044090,1.5838339354461688
337,ENSG00000044115,0.6709287721777635
338,ENSG00000044446,1.6729513300714611
339,ENSG00000044459,3.866876326082506
340,ENSG00000044574,2.741971148384486
341,ENSG00000046604,5.459128027361348
342,ENSG00000046647,2.9926628346988804
343,ENSG00000046651,0.9743589567432802
344,ENSG00000046774,2.8039361108325354
345,ENSG00000047056,1.5178460654131336
346,ENSG00000047188,1.3453650648491622
347,ENSG00000047249,1.0206218784272483
348,ENSG00000047315,0.3027685586223426
349,ENSG00000047346,2.238784482463618
350,ENSG00000047410,0.5439787505440558
351,ENSG00000047578,1.9558845243688567
352,ENSG00000047579,0.5231659241174172
353,ENSG00000047597,4.814090782725864
354,ENSG00000047648,0.5603013494956024
355,ENSG00000047849,2.3732745755191957
356,ENSG00000047932,1.7438061624437429
357,ENSG00000048028,1.3853985085225013
358,ENSG00000048052,0.10117999547251016
359,ENSG00000048140,4.994192292844999
360,ENSG00000048162,1.7351686763228105
361,ENSG00000048392,0.5816398481915442
362,ENSG00000048405,0.44295752001367417
363,ENSG00000048471,2.0659810011068918
364,ENSG00000048544,0.8555905213656702
365,ENSG00000048649,0.04097299918202924
366,ENSG00000048707,0.64563964855309
367,ENSG00000048740,1.6408436173712317
368,ENSG00000048828,1.6628986295922157
369,ENSG00000048991,3.628785777567844
370,ENSG00000049167,2.0778311142255625
371,ENSG00000049192,0.26202181518080375
372,ENSG00000049245,2.119467617272506
373,ENSG00000049246,1.4198836477885717
374,ENSG00000049249,0.8045824281901487
375,ENSG00000049449,1.6527111215482198
376,ENSG00000049541,1.492184639240384
377,ENSG00000049618,0.9327120433257438
378,ENSG00000049656,3.2634608217821253
379,ENSG00000049759,2.874188432800986e-05
380,ENSG00000049860,1.1739005187816836
381,ENSG00000049883,0.2164585967710526
382,ENSG00000050130,1.6380577689630231
383,ENSG00000050344,1.5657019264767464
384,ENSG00000050393,0.461413831771306
385,ENSG00000050405,0.09883084860517373
386,ENSG00000050426,2.8497675865046586
387,ENSG00000050748,3.7933003987640763
388,ENSG00000050767,3.3048993755234437
389,ENSG00000051009,2.4973780565297212
390,ENSG00000051108,1.2305098591675483
391,ENSG00000051180,-0.3925452219510516
392,ENSG00000051341,1.3106903946777306
393,ENSG00000051382,1.2243751006856183
394,ENSG00000051523,5.096212308209212
395,ENSG00000051596,1.4791664779042482
396,ENSG00000051620,1.9419875610992698
397,ENSG00000051825,0.6098258707575334
398,ENSG00000052126,1.336319002612445
399,ENSG00000052344,2.707618126598204
400,ENSG00000052723,1.3203583845597198
401,ENSG00000052749,0.8837584657155669
402,ENSG00000052795,0.9969263639411894
403,ENSG00000052802,3.726970215492138
404,ENSG00000052841,1.8345478050475734
405,ENSG00000053254,1.6404136724498246
406,ENSG00000053371,2.3392019507560393
407,ENSG00000053372,2.0903519643520796
408,ENSG00000053501,2.6850411674596364
409,ENSG00000053770,0.9499602479526768
410,ENSG00000053900,2.141875920273607
411,ENSG00000054116,2.37375252592276
412,ENSG00000054118,1.7749796813960792
413,ENSG00000054148,3.9324451876506283
414,ENSG00000054267,0.8722670978075896
415,ENSG00000054282,3.2124520640061625
416,ENSG00000054523,0.5912401996163648
417,ENSG00000054611,1.7004646185555414
418,ENSG00000054690,4.715139409446832
419,ENSG00000054965,2.3894029972711013
420,ENSG00000054967,2.7125322953979762
421,ENSG00000054983,0.7265293474875387
422,ENSG00000055044,0.5956090670169997
423,ENSG00000055070,1.692231022434976
424,ENSG00000055118,3.6557357817967135
425,ENSG00000055130,1.4962906881664397
426,ENSG00000055147,3.089492856742019
427,ENSG00000055208,0.35086845130396005
428,ENSG00000055211,1.3260885779295573
429,ENSG00000055332,0.5539741499325813
430,ENSG00000055483,0.7920586645097333
431,ENSG00000055609,1.912033242281932
432,ENSG00000055917,0.45792635730962483
433,ENSG00000055950,3.4044891100668377
434,ENSG00000056050,0.47947439012323195
435,ENSG00000056097,1.756009741314828
436,ENSG00000056277,-0.24223847411033392
437,ENSG00000056586,0.5675460713377979
438,ENSG00000057252,3.395978230946628
439,ENSG00000057294,-0.42674983325175614
440,ENSG00000057468,-0.017175373095578775
441,ENSG00000057608,0.7394390797427987
442,ENSG00000057663,1.2193384904600755
443,ENSG00000057757,1.7794386016305244
444,ENSG00000057935,0.9591838251360052
445,ENSG00000058063,1.1156091536127748
446,ENSG00000058262,1.3316418413345295
447,ENSG00000058272,-0.9784054353895835
448,ENSG00000058600,1.3756980393576097
449,ENSG00000058668,1.0418232900787798
450,ENSG00000058673,-0.1460027175213169
451,ENSG00000058729,0.14064844406436086
452,ENSG00000058799,1.0341873458882014
453,ENSG00000058804,1.2501255331682186
454,ENSG00000059145,3.5961495906739476
455,ENSG00000059378,2.6030325845181244
456,ENSG00000059573,0.9839077638406992
457,ENSG00000059691,2.287604944944017
458,ENSG00000059728,0.8853868530982042
459,ENSG00000059758,1.2488237124339012
460,ENSG00000059769,0.2799382761805052
461,ENSG00000059804,-0.10258999417483196
462,ENSG00000060069,1.7145049272230999
463,ENSG00000060138,1.9655956618831023
464,ENSG00000060237,1.0608889861031818
465,ENSG00000060339,0.8768419721230928
466,ENSG00000060491,3.622166375939391
467,ENSG00000060642,2.3714219391204803
468,ENSG00000060688,1.0479719755427503
469,ENSG00000060749,0.9024372148729394
470,ENSG00000060762,2.2336475476022635
471,ENSG00000060971,2.7503771776873274
472,ENSG00000060982,0.9573178433894615
473,ENSG00000061273,5.2716062656309575
474,ENSG00000061676,0.6393563763403548
475,ENSG00000061794,1.6891214029857422
476,ENSG00000061936,1.2472273601492516
477,ENSG00000061987,0.29523670744050723
478,ENSG00000062194,1.0616544151765273
479,ENSG00000062485,1.3090457891189247
480,ENSG00000062582,4.152843935333981
481,ENSG00000062650,-0.3736844533500211
482,ENSG00000062716,1.271322394205421
483,ENSG00000062725,1.4194078694323848
484,ENSG00000062822,3.602041630897847
485,ENSG00000063046,1.4808858886389034
486,ENSG00000063169,2.229419649586727
487,ENSG00000063177,4.2674274176011275
488,ENSG00000063180,3.295140927457551
489,ENSG00000063241,2.4786189165980006
490,ENSG00000063244,2.9286058256096217
491,ENSG00000063245,3.0875955309426475
492,ENSG00000063322,2.1112542506110534
493,ENSG00000063438,2.7124293564617434
494,ENSG00000063587,3.2070911051929305
495,ENSG00000063601,1.2767786447661982
496,ENSG00000063854,4.109281730432117
497,ENSG00000063978,0.6785603970193071
498,ENSG00000064012,2.7059683281361715
499,ENSG00000064102,2.748081359374378
500,ENSG00000064115,3.3384568284982303
501,ENSG00000064199,1.6695047544750876
502,ENSG00000064201,2.7196287257599536
503,ENSG00000064313,0.7941010318758844
504,ENSG00000064393,1.8154746256368883
505,ENSG00000064419,0.5605507126647056
506,ENSG00000064489,2.766849737287853
507,ENSG00000064490,2.4145855827979807
508,ENSG00000064547,3.030625688980574
509,ENSG00000064601,2.997547517096595
510,ENSG00000064607,1.669305422324938
511,ENSG00000064651,0.7259393840838622
512,ENSG00000064652,4.62065120372076
513,ENSG00000064666,4.165206054663784
514,ENSG00000064703,1.5103268812220494
515,ENSG00000064726,0.5666218210803889
516,ENSG00000064763,1.7229419730088924
517,ENSG00000064933,4.007716734447539
518,ENSG00000064961,4.03112304980558
519,ENSG00000064995,2.8047607019875858
520,ENSG00000064999,2.1564320924045752
521,ENSG00000065000,3.266902239680457
522,ENSG00000065029,2.1240207018696693
523,ENSG00000065060,0.6855238301747161
524,ENSG00000065135,-0.23439027538568974
525,ENSG00000065150,0.9484908761775029
526,ENSG00000065154,0.5240450485625484
527,ENSG00000065183,2.3416775076918457
528,ENSG00000065243,0.9646301258064047
529,ENSG00000065268,3.4622167082342976
530,ENSG00000065308,2.0147404100892827
531,ENSG00000065328,0.36489065883641714
532,ENSG00000065413,0.847042617459676
533,ENSG00000065427,1.681917141592604
534,ENSG00000065485,0.247996369895369
535,ENSG00000065491,0.8326905771515007
536,ENSG00000065526,1.2424731032412497
537,ENSG00000065548,0.5064716473502885
538,ENSG00000065559,-0.1579718474583086
539,ENSG00000065613,0.524030608492508
540,ENSG00000065615,1.8150293378278826
541,ENSG00000065621,2.257793380657592
542,ENSG00000065665,3.4874914532707786
543,ENSG00000065802,1.7044384074151753
544,ENSG00000065833,0.7593286892220495
545,ENSG00000065882,3.0141444941440287
546,ENSG00000065883,1.4697849837637205
547,ENSG00000065911,1.9767152488669706
548,ENSG00000065970,1.7161516369262553
549,ENSG00000065978,2.797883857734845
550,ENSG00000065989,2.596407449644576
551,ENSG00000066027,1.4214020627953945
552,ENSG00000066044,2.076406316879268
553,ENSG00000066084,0.028602732744730255
554,ENSG00000066117,1.602470610175744
555,ENSG00000066135,1.4091305422302136
556,ENSG00000066136,1.3022936583420919
557,ENSG00000066279,1.148970240795686
558,ENSG00000066322,2.9489010619094658
559,ENSG00000066336,4.021983411177107
560,ENSG00000066379,2.2894925186584403
561,ENSG00000066422,0.3709389985993611
562,ENSG00000066427,1.6235561603384034
563,ENSG00000066455,1.0239651982172857
564,ENSG00000066557,0.5600850361491825
565,ENSG00000066583,0.10368719261773748
566,ENSG00000066651,0.6797092450297324
567,ENSG00000066654,2.2520272609996956
568,ENSG00000066697,4.1383878492337836
569,ENSG00000066739,3.0662486915125493
570,ENSG00000066777,0.8957496019694161
571,ENSG00000066855,3.179227829900688
572,ENSG00000066923,1.1151134976994883
573,ENSG00000066926,2.770779682965129
574,ENSG00000067057,2.309712185487849
575,ENSG00000067064,2.010069309325981
576,ENSG00000067066,2.606917169180211
577,ENSG00000067082,1.9192064996436797
578,ENSG00000067167,1.3748562492587508
579,ENSG00000067177,0.35023563352883547
580,ENSG00000067182,2.1570968280872376
581,ENSG00000067208,-0.5109454669065061
582,ENSG00000067225,1.5586286277988095
583,ENSG00000067248,1.4038382144730281
584,ENSG00000067334,0.19903405565229204
585,ENSG00000067365,1.646519730688641
586,ENSG00000067369,2.93762156266766
587,ENSG00000067533,0.4182134226589561
588,ENSG00000067560,3.851416635447308
589,ENSG00000067596,0.2810236047743793
590,ENSG00000067606,1.7111355036254892
591,ENSG00000067704,1.4510354123117915
592,ENSG00000067829,3.1323518121903553
593,ENSG00000067900,1.5844498222517072
594,ENSG00000067955,2.886836079447795
595,ENSG00000068001,1.9953127078119364
596,ENSG00000068024,2.940448255082714
597,ENSG00000068028,1.318999081982459
598,ENSG00000068078,2.4202434646246638
599,ENSG00000068079,5.976836934327056
600,ENSG00000068097,1.6673694880583485
601,ENSG00000068120,2.985807309185702
602,ENSG00000068305,1.5369848436609181
603,ENSG00000068308,2.984966728406751
604,ENSG00000068323,1.9844657586309606
605,ENSG00000068354,2.8746171092623665
606,ENSG00000068366,6.002114616539577
607,ENSG00000068383,1.8586942957923638
608,ENSG00000068394,1.6625395096948552
609,ENSG00000068400,3.040682092080705
610,ENSG00000068438,4.271003995011762
611,ENSG00000068489,0.9777402900517735
612,ENSG00000068650,1.789103745964245
613,ENSG00000068654,1.6302138561881425
614,ENSG00000068697,1.2016550479201584
615,ENSG00000068724,2.1436377127155413
616,ENSG00000068745,1.9518226907447458
617,ENSG00000068784,-0.10342173282201683
618,ENSG00000068796,1.5350618938742664
619,ENSG00000068878,0.4221616522254274
620,ENSG00000068903,4.51088591680324
621,ENSG00000068912,1.5603527527382681
622,ENSG00000068971,3.12619741936598
623,ENSG00000068976,2.3918259199149787
624,ENSG00000069011,2.8113189815896673
625,ENSG00000069020,1.290866343442545
626,ENSG00000069248,0.6584161305296765
627,ENSG00000069275,0.8519541156048442
628,ENSG00000069329,4.364743563502918
629,ENSG00000069345,0.9199011645420337
630,ENSG00000069399,2.6567318337393315
631,ENSG00000069482,4.536739642789158
632,ENSG00000069509,1.3519231263889486
633,ENSG00000069702,1.0548290638066273
634,ENSG00000069849,1.539636451543656
635,ENSG00000069956,0.6950674683385187
636,ENSG00000069974,3.759978248215124
637,ENSG00000070010,1.4370750627123878
638,ENSG00000070018,-7.175802837771519e-05
639,ENSG00000070047,2.39248231841997
640,ENSG00000070061,0.7485921487722669
641,ENSG00000070081,5.547603854845022
642,ENSG00000070182,1.9867870306910218
643,ENSG00000070190,0.35163757514203137
644,ENSG00000070214,1.132945512272194
645,ENSG00000070366,1.4693079357493934
646,ENSG00000070367,1.6463478329722319
647,ENSG00000070371,1.772943177074194
648,ENSG00000070413,2.0701803879263796
649,ENSG00000070423,3.1875867321025226
650,ENSG00000070444,2.2858264991455637
651,ENSG00000070476,1.8628413939641246
652,ENSG00000070495,2.0031533242249893
653,ENSG00000070501,1.1837222540855274
654,ENSG00000070526,0.80550831093896
655,ENSG00000070610,2.3241779671470586
656,ENSG00000070614,2.780889420194232
657,ENSG00000070669,2.9296640296261853
658,ENSG00000070718,1.2885799478726578
659,ENSG00000070756,3.394053622733366
660,ENSG00000070759,1.436446928529223
661,ENSG00000070761,1.4503355157298774
662,ENSG00000070770,0.9833260497519808
663,ENSG00000070778,1.5001619327163398
664,ENSG00000070785,5.009385070244096
665,ENSG00000070814,2.2215525808990746
666,ENSG00000070831,0.48097637652476405
667,ENSG00000070882,1.3609322240724413
668,ENSG00000070950,1.380245713565597
669,ENSG00000070961,1.2110399594272852
670,ENSG00000071054,0.42644637695175447
671,ENSG00000071082,1.218857945430828
672,ENSG00000071127,1.855596763716557
673,ENSG00000071189,0.8533401666850134
674,ENSG00000071243,0.22590263291482737
675,ENSG00000071462,3.4188100394777665
676,ENSG00000071537,1.5616827571336982
677,ENSG00000071539,2.1449427917405472
678,ENSG00000071553,3.779667680708899
679,ENSG00000071564,3.68700168296612
680,ENSG00000071575,1.383303572672137
681,ENSG00000071626,3.149884449953691
682,ENSG00000071655,2.683663362658303
683,ENSG00000071794,2.4637708806534984
684,ENSG00000071859,3.8547103853366784
685,ENSG00000071889,3.5617708986721333
686,ENSG00000071894,3.9381627427670676
687,ENSG00000071909,1.0311473368517412
688,ENSG00000071994,2.145444676364883
689,ENSG00000072042,3.718428671832724
690,ENSG00000072062,2.579512978646952
691,ENSG00000072071,2.559088267225713
692,ENSG00000072110,2.4168864232703284
693,ENSG00000072121,1.360725052232115
694,ENSG00000072134,1.7680282231789708
695,ENSG00000072182,3.3074101274049963
696,ENSG00000072274,1.6108055936818844
697,ENSG00000072310,1.8071621092658883
698,ENSG00000072364,0.5564962376301194
699,ENSG00000072401,-0.3955668667146812
700,ENSG00000072415,0.2813250946517597
701,ENSG00000072422,1.4712763275957956
702,ENSG00000072501,1.947094218303662
703,ENSG00000072506,3.232372929727296
