,gene_id,AAAAUAUA,AUAAAAUA
86,ENSMUSG00000026594,9.264762298831715e-05,0.00012028771365932792
87,ENSMUSG00000015829,5.074794575137329e-05,7.442321536731115e-05
88,ENSMUSG00000026721,9.663610933630631e-05,9.56239473622366e-05
89,ENSMUSG00000040423,0.00031926600838701603,0.00021662912016691586
90,ENSMUSG00000043467,8.468580589911562e-05,1.9617390006977463e-05
91,ENSMUSG00000040225,4.128705780695889e-05,6.684828043952799e-05
92,ENSMUSG00000026585,0.0001350754302546058,0.0001551198670359044
93,ENSMUSG00000026576,0.0,0.0
94,ENSMUSG00000026568,8.419313685828755e-05,0.00025823252137682366
95,ENSMUSG00000026566,0.0,3.474006030837816e-05
96,ENSMUSG00000026678,3.442933379239111e-05,0.00012351154978444725
97,ENSMUSG00000026663,2.9004422382602993e-05,5.920403800449934e-05
98,ENSMUSG00000026659,0.0,8.393468165607605e-05
99,ENSMUSG00000013593,0.0,1.7735859770752113e-05
100,ENSMUSG00000052423,0.0,0.0
101,ENSMUSG00000045259,0.0,0.0
102,ENSMUSG00000026553,3.165066560981019e-05,0.00019466607047870392
103,ENSMUSG00000026554,1.6615306331729784e-05,4.4024910314345236e-05
104,ENSMUSG00000038034,3.1702553957746837e-06,2.705986453831812e-06
105,ENSMUSG00000007097,2.364960741651689e-05,3.692621013707009e-05
106,ENSMUSG00000044708,3.641527985142566e-05,7.283055970285132e-05
107,ENSMUSG00000057335,0.00016377042893724118,9.171545753111613e-05
108,ENSMUSG00000026504,6.891248003876359e-05,5.2872338318680686e-05
109,ENSMUSG00000038936,5.610727711384166e-05,7.352478757684056e-05
110,ENSMUSG00000026496,0.0,4.280450482288041e-05
111,ENSMUSG00000026516,9.482653325925211e-05,1.1111234569272991e-05
112,ENSMUSG00000026509,6.840547306304323e-05,4.108645982181687e-05
113,ENSMUSG00000038576,7.285762090613332e-05,9.37676651583468e-06
114,ENSMUSG00000056050,0.0,4.825789016504198e-05
115,ENSMUSG00000026620,7.922379431937251e-05,6.33637505294283e-05
116,ENSMUSG00000026615,2.2291064366227707e-05,6.161268154419968e-05
117,ENSMUSG00000039246,8.076602069399187e-05,6.748264904258894e-05
118,ENSMUSG00000039239,0.00010817668231412882,0.00024029888904735086
119,ENSMUSG00000037624,3.441498584549592e-05,9.639057403455373e-05
120,ENSMUSG00000037499,0.0,0.0
121,ENSMUSG00000058248,4.30930290455087e-05,4.030408609865525e-05
122,ENSMUSG00000016494,5.536749945855378e-05,0.0
123,ENSMUSG00000049950,0.0,0.0
124,ENSMUSG00000025781,5.4988401329288354e-05,0.00011201699374366196
125,ENSMUSG00000049630,0.00017220595832615808,0.0
126,ENSMUSG00000026743,0.00010843348072051102,8.634312200137878e-05
127,ENSMUSG00000026740,9.450262873385759e-05,0.00014351169198722656
128,ENSMUSG00000026737,1.054007068569464e-05,2.9676497314676905e-05
129,ENSMUSG00000045967,7.40428522251718e-05,0.00013931512224994705
130,ENSMUSG00000026787,1.89771325552709e-05,0.0002929690047471618
131,ENSMUSG00000036893,1.6756413385326424e-05,3.232845993527415e-05
132,ENSMUSG00000036850,0.0,0.0
133,ENSMUSG00000036833,7.396123201649616e-05,3.447459474854364e-05
134,ENSMUSG00000015094,0.0,0.0
135,ENSMUSG00000015090,0.0,0.0
136,ENSMUSG00000009216,0.0,0.0
137,ENSMUSG00000026833,6.15527760372384e-05,0.00019487390804420187
138,ENSMUSG00000026812,6.592001265664243e-06,1.0835116612942546e-05
139,ENSMUSG00000043535,2.846616147017688e-05,9.341821611849721e-05
140,ENSMUSG00000026799,8.729319031644242e-05,1.612226355503903e-05
141,ENSMUSG00000069020,0.0,8.03327832925664e-05
142,ENSMUSG00000026790,0.0,3.437733064659697e-05
143,ENSMUSG00000001855,2.459003472590238e-05,7.005019748783568e-05
144,ENSMUSG00000044627,0.0,0.0
145,ENSMUSG00000026797,9.063370957327768e-05,2.795023826399033e-05
146,ENSMUSG00000070953,0.0,5.637700750674644e-05
147,ENSMUSG00000026878,0.00012259450773796144,0.0002989580504459074
148,ENSMUSG00000026915,7.319942135773889e-05,0.00021218161649609311
149,ENSMUSG00000035236,3.9620807221468925e-05,5.553077228207748e-05
150,ENSMUSG00000026872,8.005149147777196e-05,0.00010463896663326879
151,ENSMUSG00000036792,0.00014972441859861744,0.00015495804312791293
152,ENSMUSG00000026826,1.550676094777323e-05,0.0002606770455052306
153,ENSMUSG00000026827,5.7751086524686514e-05,5.6330374017332294e-05
154,ENSMUSG00000026839,7.328910138227091e-05,3.648298427782721e-05
155,ENSMUSG00000026991,7.73877821384058e-05,7.212212054897442e-05
156,ENSMUSG00000026987,0.00016670385140316794,3.137789590194597e-05
157,ENSMUSG00000026970,2.1627820443998656e-05,8.753712920120849e-05
158,ENSMUSG00000026888,8.32274503356374e-05,0.0002007943952231027
159,ENSMUSG00000057182,0.00013423694400844358,8.678672846915351e-05
160,ENSMUSG00000042133,3.2153306967621625e-05,0.0005230713236588342
161,ENSMUSG00000068882,0.0,0.00010999466595433633
162,ENSMUSG00000051730,0.0,3.730925642651942e-05
163,ENSMUSG00000044308,0.0001040571196324282,0.00015113819508725046
164,ENSMUSG00000070880,3.7627934978928356e-05,7.622814494436547e-05
165,ENSMUSG00000027111,2.6772726355547284e-06,6.181996803135969e-06
166,ENSMUSG00000049044,3.114761016712173e-05,6.886208031396722e-05
167,ENSMUSG00000027108,4.168635723351918e-05,8.290879025349392e-05
168,ENSMUSG00000056486,6.50078859762744e-05,4.1178680609251844e-05
169,ENSMUSG00000042359,9.073227835291236e-05,6.151629577471842e-05
170,ENSMUSG00000044033,6.120405389267844e-05,0.0002008525520639688
171,ENSMUSG00000059173,5.698721495824037e-05,0.00010674639811201246
172,ENSMUSG00000027004,4.7396916827701674e-05,4.7396916827701674e-05
173,ENSMUSG00000027002,0.00012684098188754905,0.00023400679290013594
174,ENSMUSG00000048388,1.0612406610821825e-05,8.348654006918854e-05
175,ENSMUSG00000027067,0.0,0.00012320601922087457
176,ENSMUSG00000025314,2.1944999978055e-06,2.1944999978055e-06
177,ENSMUSG00000051329,3.5322956858567964e-05,0.00011254615316816857
178,ENSMUSG00000040794,0.0,0.0
179,ENSMUSG00000005510,3.093293739173472e-05,3.093293739173472e-05
180,ENSMUSG00000002111,0.0,3.969107044945026e-05
181,ENSMUSG00000027255,0.0,0.0
182,ENSMUSG00000040506,5.5825102722258313e-05,0.00011628374789862309
183,ENSMUSG00000058318,9.35466695051753e-05,7.308230175832624e-05
184,ENSMUSG00000027222,0.0,0.0
185,ENSMUSG00000005089,3.459951282945391e-05,2.4985374989258983e-05
186,ENSMUSG00000016386,0.00010086180118620669,0.0001195353021655727
187,ENSMUSG00000048482,0.00012201384804304112,7.576151418162048e-05
188,ENSMUSG00000027160,3.3238492833780943e-06,0.00023697275519951854
189,ENSMUSG00000074968,0.00019297559705250966,7.745339621158148e-05
190,ENSMUSG00000027131,0.0,0.00013101394106753943
191,ENSMUSG00000055943,0.00013803535279579323,0.0
192,ENSMUSG00000057378,7.335025811089893e-05,6.717554257041016e-05
193,ENSMUSG00000023236,5.413733809705445e-05,9.442603136832762e-06
194,ENSMUSG00000009549,0.0,0.0
195,ENSMUSG00000027332,0.00025887761286901077,9.840001574400252e-06
196,ENSMUSG00000034154,1.8065741722077486e-05,9.900493535291092e-05
197,ENSMUSG00000033705,1.1569722197643889e-05,5.082098972764596e-05
198,ENSMUSG00000027272,0.00013771080435635437,0.00014456099664379507
199,ENSMUSG00000054484,0.00012314813074959857,0.00012328381893599285
200,ENSMUSG00000033526,0.0,1.452267464980155e-05
201,ENSMUSG00000027248,4.487668791519975e-05,3.624293451542233e-05
202,ENSMUSG00000048222,9.499382540134892e-05,0.0
203,ENSMUSG00000027242,0.0,8.687568957578601e-06
204,ENSMUSG00000027238,1.7450598693609297e-05,3.513814256955082e-05
205,ENSMUSG00000027236,3.6502599837309194e-05,0.00039354584809130267
206,ENSMUSG00000033396,0.00012914491228778767,3.108591693242083e-05
207,ENSMUSG00000060802,0.0,0.0
208,ENSMUSG00000027199,1.888681133964153e-05,5.666043401892459e-05
209,ENSMUSG00000027200,2.0388602793507565e-05,2.556759572427565e-05
210,ENSMUSG00000027365,0.0001115585231156632,0.0001817916692355823
211,ENSMUSG00000027366,0.0001411814700280571,5.786158798159484e-05
212,ENSMUSG00000027374,0.0001372845719979478,0.00023194070965952744
213,ENSMUSG00000027404,0.0,0.0
214,ENSMUSG00000027303,4.494737292931747e-05,7.302571240690631e-05
215,ENSMUSG00000027309,4.476055901455786e-05,9.131329196762653e-05
216,ENSMUSG00000027312,8.803541167276922e-05,0.00010085538409548691
217,ENSMUSG00000027342,0.0006439715481661447,0.0
218,ENSMUSG00000027346,3.8330315075288506e-05,5.511386187061232e-05
219,ENSMUSG00000027350,0.0,8.658008658008658e-05
220,ENSMUSG00000039913,6.878548782116721e-05,6.251190545296021e-05
221,ENSMUSG00000027273,0.00016981581364377586,0.00012366602915125428
222,ENSMUSG00000045624,0.0001594069207390806,0.00018386609896110033
223,ENSMUSG00000068205,0.00012196421383294388,0.00011433393936716735
224,ENSMUSG00000027419,4.979720049469547e-05,0.00021965011388901673
225,ENSMUSG00000027430,1.4230412699696602e-05,4.36109295662903e-05
226,ENSMUSG00000027433,6.15123007153087e-05,3.1431720790876995e-05
227,ENSMUSG00000027447,0.0,0.0
228,ENSMUSG00000074736,3.875450790235701e-05,3.479555333552534e-05
229,ENSMUSG00000033059,7.637225859322865e-05,4.803073967339097e-05
230,ENSMUSG00000027479,0.00012104074822655979,6.620457192615294e-05
231,ENSMUSG00000027487,4.317205197735925e-05,0.0001133133396299863
232,ENSMUSG00000027598,0.00024926218576791975,0.0001210778897760582
233,ENSMUSG00000038383,2.224194246557119e-05,6.0973542080262995e-05
234,ENSMUSG00000038241,0.00010001393837820352,4.1029982822765124e-05
235,ENSMUSG00000027620,0.0002546365641441077,6.260643970735087e-05
236,ENSMUSG00000038116,5.5788021993656186e-05,9.398678949613534e-05
237,ENSMUSG00000027628,7.238044374688916e-05,1.3227513227513226e-05
238,ENSMUSG00000055485,3.7436358191075173e-06,1.5283650821127018e-05
239,ENSMUSG00000027642,1.0443864229765012e-05,1.838235294117647e-05
240,ENSMUSG00000063019,9.010632546404758e-05,0.00022168527283246864
241,ENSMUSG00000070544,0.00010242958610334165,0.000163261712665056
242,ENSMUSG00000016995,0.0,0.0
243,ENSMUSG00000006418,0.0,1.9352840997058367e-05
244,ENSMUSG00000047907,3.686112515824222e-05,6.266631965423525e-05
245,ENSMUSG00000013523,2.4455367886359595e-05,0.00015308961051683356
246,ENSMUSG00000027523,2.3481913979026984e-05,3.350127067831818e-05
247,ENSMUSG00000050600,0.0002885991174596304,1.0821339681852613e-05
248,ENSMUSG00000027566,0.0,0.0
249,ENSMUSG00000016346,1.287858298911802e-05,0.0
250,ENSMUSG00000027581,0.0,5.057657293141817e-05
251,ENSMUSG00000027499,0.00014270499964272597,9.447724237533342e-05
252,ENSMUSG00000043542,7.80201208470251e-05,0.00015280426295436725
253,ENSMUSG00000027500,0.00011660493448759528,0.00023847200962435694
254,ENSMUSG00000040269,0.0001375367695796319,3.673216250114824e-05
255,ENSMUSG00000040209,3.471087339848442e-05,1.0997034082378689e-05
256,ENSMUSG00000027533,0.0,0.0
257,ENSMUSG00000027550,8.117918839817009e-05,3.901947662522898e-05
258,ENSMUSG00000047213,0.000103496131941805,2.8720829650564615e-05
259,ENSMUSG00000039519,0.00012089810441569234,0.0005052493231268055
260,ENSMUSG00000063887,8.051915848784739e-05,0.00021454704002868045
261,ENSMUSG00000039286,5.864951608525551e-05,0.00010547198706801303
262,ENSMUSG00000027692,0.00010262526510183132,4.376575163076943e-05
263,ENSMUSG00000039221,0.0,0.0
264,ENSMUSG00000063600,0.00011233985482617553,7.919664074328533e-05
265,ENSMUSG00000037625,0.0,5.5623539882078096e-05
266,ENSMUSG00000027668,1.159030586817186e-05,5.310464119478667e-05
267,ENSMUSG00000027669,2.942274824168953e-05,1.844746162927981e-05
268,ENSMUSG00000027674,4.7743624296346213e-05,7.647572237623667e-05
269,ENSMUSG00000027680,6.485796197736898e-05,4.0762610356814434e-05
270,ENSMUSG00000027709,3.1418868416858135e-05,9.048150092461101e-05
271,ENSMUSG00000046743,0.00012636791318581273,0.00017333185360743147
272,ENSMUSG00000025762,8.795568598796508e-05,6.867272591038654e-05
273,ENSMUSG00000063273,7.273764590559135e-05,9.22239281466791e-05
274,ENSMUSG00000037111,0.0,5.731774084983009e-05
275,ENSMUSG00000027797,4.4762835660562066e-05,3.4141768498467815e-05
276,ENSMUSG00000027799,0.00015166351464677568,0.00013673377259282163
277,ENSMUSG00000036503,7.681047266500907e-05,0.00034037624250928927
278,ENSMUSG00000036353,9.309002979570143e-05,1.7286076112119168e-05
279,ENSMUSG00000034640,5.8206776209962616e-05,4.631390717423644e-05
280,ENSMUSG00000027777,2.8554184739904057e-05,9.920954681084043e-05
281,ENSMUSG00000034317,4.347070074769605e-05,8.69414014953921e-05
282,ENSMUSG00000034109,3.275024157309582e-05,1.887458340208557e-05
283,ENSMUSG00000034098,0.0002067437943964106,0.0002465388723017035
284,ENSMUSG00000027809,4.984903970225379e-05,0.00010921911927197744
285,ENSMUSG00000033981,3.784299682045699e-05,0.00017286963627552326
286,ENSMUSG00000028020,0.00017350344020193196,8.387815619296534e-05
287,ENSMUSG00000027993,1.3864182425058235e-05,0.00011280552867315815
288,ENSMUSG00000028086,4.343682848769227e-05,0.00010459233712230455
289,ENSMUSG00000028081,0.0,0.00010090817356205853
290,ENSMUSG00000041977,2.3367823839767163e-05,8.96219768270955e-05
291,ENSMUSG00000019710,0.0,0.0
292,ENSMUSG00000028062,0.0,0.0
293,ENSMUSG00000068923,0.0,2.5825257008581383e-05
294,ENSMUSG00000054199,2.8712018531098374e-05,6.627615154574016e-05
295,ENSMUSG00000028053,6.184642123586512e-05,9.856701242496358e-05
296,ENSMUSG00000059743,0.0,0.0
297,ENSMUSG00000028048,0.0,0.0
298,ENSMUSG00000042766,2.531004808909137e-05,6.30715862503942e-05
299,ENSMUSG00000042520,0.00013801466366302715,2.895944990650405e-05
300,ENSMUSG00000090733,0.0,0.0
301,ENSMUSG00000042390,4.0661564038402534e-05,0.0002802540167705973
302,ENSMUSG00000001016,0.00021233004848659584,0.0001885369532428356
303,ENSMUSG00000042312,0.0,8.030193527664017e-05
304,ENSMUSG00000001025,5.3504547886570356e-05,2.6752273943285178e-05
305,ENSMUSG00000041912,0.00012342264303374614,1.1785227233912605e-05
306,ENSMUSG00000028140,0.0001362755949929514,0.0
307,ENSMUSG00000028136,6.873232099364378e-05,0.00013807370439232382
308,ENSMUSG00000028126,0.0,6.371591267686985e-06
309,ENSMUSG00000092607,0.0,0.0
310,ENSMUSG00000053192,0.0,3.541737645783889e-05
311,ENSMUSG00000038619,0.0002131287297527707,0.0002131287297527707
312,ENSMUSG00000038543,0.0,0.0
313,ENSMUSG00000038374,0.0,0.0
314,ENSMUSG00000038354,0.00014166621775770448,0.00032237302655008953
315,ENSMUSG00000028099,0.0,0.0
316,ENSMUSG00000028098,2.9449937732147055e-05,0.00013144678544353117
317,ENSMUSG00000033161,4.8949542811270145e-06,4.8949542811270145e-06
318,ENSMUSG00000027858,4.7186101175897947e-05,0.00011475366874346552
319,ENSMUSG00000068823,0.0,8.276301246974895e-05
320,ENSMUSG00000027852,0.000252272211662573,0.0002017420553808822
321,ENSMUSG00000008730,0.0,0.00010142485464035506
322,ENSMUSG00000068798,9.692588805145895e-05,0.00011618941185886932
323,ENSMUSG00000027900,9.717039800995025e-06,0.0001165644324437044
324,ENSMUSG00000087260,0.0,0.00016929067208396815
325,ENSMUSG00000027895,0.0,0.0
326,ENSMUSG00000014601,0.0,0.0
327,ENSMUSG00000027893,4.657422526241412e-05,0.0001423565992015873
328,ENSMUSG00000004032,0.0,0.0003553080438843233
329,ENSMUSG00000040412,3.654471811583606e-05,1.4963849017136933e-05
330,ENSMUSG00000048100,0.0,0.000188340766522094
331,ENSMUSG00000040389,2.9519423780847795e-05,0.0001927980171435406
332,ENSMUSG00000059857,0.00013141281023630884,0.00010587736386094208
333,ENSMUSG00000027966,0.00016589396021430734,0.00016075470230683613
334,ENSMUSG00000033400,0.0001328799879596041,0.00015499377402799288
335,ENSMUSG00000033308,0.00011316242698676893,0.00015505206084554307
336,ENSMUSG00000028124,1.0610079575596817e-05,0.0
337,ENSMUSG00000039735,0.00012982869124585444,0.00010358492090063468
338,ENSMUSG00000054091,0.0,0.0
339,ENSMUSG00000039234,4.9298859132946325e-05,6.734249530151856e-05
340,ENSMUSG00000053819,0.00010023394548636269,5.429850042054546e-05
341,ENSMUSG00000032826,0.00011134531438195813,7.914911026534985e-05
342,ENSMUSG00000027968,2.7345569372277933e-05,0.0001490551519186263
343,ENSMUSG00000058897,9.059693692022083e-05,0.00011326960673467666
344,ENSMUSG00000041084,0.00020228013031811957,4.88114414018646e-05
345,ENSMUSG00000028029,0.0,0.0001613266627611172
346,ENSMUSG00000028013,0.00018109480958013343,1.4876001376096436e-05
347,ENSMUSG00000078578,3.550772659626127e-05,0.00014661638442334076
348,ENSMUSG00000028161,7.265537653701901e-05,0.0001270202032582836
349,ENSMUSG00000028138,0.0,4.486316733961418e-05
350,ENSMUSG00000028271,0.00013528138528138528,7.719737365271803e-05
351,ENSMUSG00000004591,0.00010422544723582486,5.195938699154241e-05
352,ENSMUSG00000037062,4.116209916765145e-05,0.0001293516347271676
353,ENSMUSG00000005034,0.00013615353291180976,0.0001343544275176488
354,ENSMUSG00000028034,0.00017400741420291727,0.0002450649697148399
355,ENSMUSG00000025437,7.01923879510133e-05,0.0002438258074011922
356,ENSMUSG00000039058,0.00013593424927719683,6.629051524005566e-05
357,ENSMUSG00000039037,1.3850357530454137e-05,1.8315340898391093e-05
358,ENSMUSG00000038975,0.0,0.0
359,ENSMUSG00000028176,8.246976429015878e-05,0.0001661328033929852
360,ENSMUSG00000028233,0.0002628301122537407,4.541700039600362e-05
361,ENSMUSG00000047187,9.937578544258334e-05,0.000133811634182283
362,ENSMUSG00000028214,0.0,0.0
363,ENSMUSG00000028218,7.267404145782039e-05,0.00010602516205547248
364,ENSMUSG00000040550,0.0001157812790408789,0.00019752362138152605
365,ENSMUSG00000028222,1.0234367004400778e-05,9.385273334320133e-05
366,ENSMUSG00000028228,0.00016832967714466133,0.00011423402453278545
367,ENSMUSG00000028229,0.00010645518401053333,3.8466568649854344e-05
368,ENSMUSG00000028247,4.183400267737617e-05,0.0002013535225035759
369,ENSMUSG00000040387,7.003985697490373e-05,0.00010114084972370646
370,ENSMUSG00000028289,0.00018742835619260808,8.260989597652187e-05
371,ENSMUSG00000040183,1.7101482922197648e-05,6.262708147557831e-05
372,ENSMUSG00000054679,6.824890963711113e-05,0.00017268154776414808
373,ENSMUSG00000040128,0.0007050313516342915,4.599921801329377e-05
374,ENSMUSG00000039967,0.00010775911799388851,3.5183924376277784e-05
375,ENSMUSG00000028410,0.00014166312508853945,0.0
376,ENSMUSG00000028423,1.1830679317606417e-05,0.00010649203007515681
377,ENSMUSG00000028444,0.0,1.1611165296549161e-05
378,ENSMUSG00000028447,0.0,0.0002776119132196632
379,ENSMUSG00000073888,0.0,0.0
380,ENSMUSG00000028455,0.0,0.0
381,ENSMUSG00000028478,4.846419171925103e-05,0.0
382,ENSMUSG00000035551,0.0,0.00013068478829064296
383,ENSMUSG00000007613,0.000348098006621216,0.0001262491595053925
384,ENSMUSG00000028412,0.00011309986528520378,6.512188405868244e-05
385,ENSMUSG00000028426,1.1066889291295385e-05,6.668878491618544e-05
386,ENSMUSG00000045589,0.0,0.00014971413676509093
387,ENSMUSG00000038764,1.5584087036779787e-05,2.6449708524212064e-06
388,ENSMUSG00000028367,0.0,0.0002808988764044944
389,ENSMUSG00000028382,0.00015275841811277248,0.00012514568105745274
390,ENSMUSG00000028385,3.537220005624504e-05,3.187822035756947e-05
391,ENSMUSG00000028389,0.0,0.00020457551961679797
392,ENSMUSG00000039105,0.0,0.0
393,ENSMUSG00000028364,1.6881541939160875e-05,2.2391970714863383e-05
394,ENSMUSG00000028351,0.0001072469502954765,6.778510743819246e-05
395,ENSMUSG00000039270,0.00011241521272039558,8.019898420402391e-05
396,ENSMUSG00000008305,4.2744541522047635e-06,2.5927773318685954e-05
397,ENSMUSG00000028399,9.925745022932893e-05,0.00010403256963443623
398,ENSMUSG00000028402,8.310943941397714e-05,2.9699013349060577e-05
399,ENSMUSG00000008575,5.9746747326467684e-05,8.984542600559243e-05
400,ENSMUSG00000038024,3.870736393810619e-05,0.0001261786374378791
401,ENSMUSG00000028563,9.564736404941948e-05,0.0
402,ENSMUSG00000028550,2.7816216810207367e-05,0.00017240344996919174
403,ENSMUSG00000028530,2.8837644171148147e-05,3.0585001921705395e-05
404,ENSMUSG00000028524,8.021202671781448e-05,9.286582216773355e-05
405,ENSMUSG00000028522,0.00012272340210055447,0.00022979538349953037
406,ENSMUSG00000028519,3.9476228626552477e-05,5.42478608285693e-05
407,ENSMUSG00000057375,0.00011143347175524434,8.054224474278697e-05
408,ENSMUSG00000028609,0.0,0.0
409,ENSMUSG00000034636,2.699150037653143e-06,0.00012036241823263927
410,ENSMUSG00000010517,7.644863138347858e-05,0.00011876470776845843
411,ENSMUSG00000047155,6.736222190560516e-05,0.00011017736811950309
412,ENSMUSG00000034210,9.679921256316811e-05,0.00014901154180239833
413,ENSMUSG00000028693,2.1891837597846145e-05,9.738190129780563e-05
414,ENSMUSG00000028692,0.0,0.0
415,ENSMUSG00000047675,0.0,0.0
416,ENSMUSG00000033423,2.3535174401010348e-05,3.634834680923112e-05
417,ENSMUSG00000028729,8.640055296353897e-05,0.0
418,ENSMUSG00000028639,0.0,0.0
419,ENSMUSG00000000085,9.749034007751399e-05,0.00016959997582406718
420,ENSMUSG00000032870,3.5372186142592355e-06,6.633437956951348e-05
421,ENSMUSG00000028657,0.00017516272765442066,6.415602745877976e-05
